Season,Team,Conference,Number,Player,Yr,Pos,Ht,GP,GS,S,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,TB,PTS,BHE,Trpl Dbl,SrvAtt,RetAtt,Dbl Dbl,Hometown,High School,TeamID
2025-2026,Ohio St.,Big Ten,20,Hannah Jones,Jr,OH,6-1,27,21,100,NA,342,144,972,0.204,12,21,43,124,43,6,39,9,NA,388.5,2,NA,NA,483,NA,NA,NA,604989
2025-2026,Oregon,Big Ten,8,Valentina Vaulet,Jr,OPP,6-1,30,24,116,NA,371,137,879,0.266,24,56,65,140,36,3,49,3,NA,454.5,NA,NA,NA,494,NA,NA,NA,604994
2025-2026,Penn St.,Big Ten,4,Karis Willow,Jr,OH,6-4,11,1,16,NA,4,5,19,-0.053,NA,1,3,5,1,1,4,NA,NA,8,NA,NA,NA,7,NA,NA,NA,605079
2025-2026,Penn St.,Big Ten,6,Kate Lally,Jr,DS,5-9,3,1,3,NA,0,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,605079
2025-2026,Penn St.,Big Ten,11,Jocelyn Nathan,Jr,L/DS,5-6,32,10,101,NA,2,2,7,0,17,4,22,133,26,NA,NA,NA,NA,6,NA,NA,NA,300,NA,NA,NA,605079
2025-2026,Penn St.,Big Ten,18,Kennedy Martin,Jr,RS,6-6,31,30,117,NA,634,180,1423,0.319,21,48,71,258,1,3,86,4,NA,728,NA,NA,NA,21,NA,NA,NA,605079
2025-2026,Penn St.,Big Ten,23,Catherine Burke,Jr,MB,6-3,3,1,3,NA,0,0,2,0,NA,NA,1,NA,NA,1,1,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,605079
2025-2026,Purdue,Big Ten,4,Kenna Wollard,Jr,OH,6-1,34,34,131,NA,577,215,1383,0.262,20,25,67,263,53,9,52,24,NA,637,NA,NA,NA,863,NA,NA,NA,605004
2025-2026,Purdue,Big Ten,5,Taylor Anderson,Jr,S,6-1,34,33,131,NA,107,28,235,0.336,1420,18,25,270,1,10,69,5,NA,169.5,3,NA,NA,5,NA,NA,NA,605004
2025-2026,Purdue,Big Ten,9,Dior Charles,Jr,MB,6-1,33,33,127,NA,153,48,325,0.323,1,NA,NA,25,2,15,131,19,NA,233.5,NA,NA,NA,9,NA,NA,NA,605004
2025-2026,Purdue,Big Ten,21,Julia Kane,Jr,DS,5-11,34,20,131,NA,1,2,17,-0.059,48,42,29,249,28,NA,NA,NA,NA,43,NA,NA,NA,525,NA,NA,NA,605004
2025-2026,Rutgers,Big Ten,1,Zora Hardison,Jr,MB,6-2,31,31,105,NA,217,71,468,0.312,1,3,23,26,NA,27,77,8,NA,285.5,NA,NA,NA,15,NA,NA,NA,605011
2025-2026,Rutgers,Big Ten,3,Kenzie Dyrstad,Jr,L,5-7,6,1,21,NA,0,0,1,0,5,1,2,29,8,NA,NA,NA,NA,1,NA,NA,NA,63,NA,NA,NA,605011
2025-2026,Rutgers,Big Ten,5,Aly Borellis,Jr,S,5-10,17,1,41,NA,2,2,8,0,60,3,4,50,NA,NA,1,NA,NA,5.5,NA,NA,NA,2,NA,NA,NA,605011
2025-2026,Rutgers,Big Ten,6,Jenna DeLaMater,Jr,L,5-8,31,5,107,NA,2,1,9,0.111,24,36,22,156,32,NA,NA,NA,NA,38,NA,NA,NA,453,NA,NA,NA,605011
2025-2026,Southern California,Big Ten,1,Adonia Faumuina,Jr,OH,6-1,29,0,97,NA,244,106,697,0.198,8,3,5,46,9,4,57,8,NA,279.5,NA,NA,NA,226,NA,NA,NA,605034
2025-2026,Southern California,Big Ten,9,Allie Hazelwood,Jr,S,5-11,8,0,9,NA,1,0,1,1,14,NA,2,3,NA,NA,1,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,605034
2025-2026,Southern California,Big Ten,23,Madison Pietsch,Jr,OPP,6-2,2,1,3,NA,1,2,9,-0.111,NA,NA,NA,1,NA,NA,1,1,NA,1.5,NA,NA,NA,NA,NA,NA,NA,605034
2025-2026,UCLA,Big Ten,4,Brooklyn Briscoe,Jr,MB,6-4,32,32,121,NA,165,54,416,0.267,5,NA,NA,42,NA,11,85,8,NA,218.5,1,NA,NA,9,NA,NA,NA,604782
2025-2026,UCLA,Big Ten,8,Maggie Li,Jr,OH,6-3,26,16,75,NA,191,91,591,0.169,7,8,19,121,28,2,18,4,NA,210,NA,NA,NA,498,NA,NA,NA,604782
2025-2026,UCLA,Big Ten,10,Sydney Breon,Jr,L/DS,5-10,10,0,22,NA,0,0,0,NA,2,NA,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,604782
2025-2026,UCLA,Big Ten,11,Marianna Singletary,Jr,MB,6-4,32,31,122,NA,294,92,628,0.322,5,18,29,64,1,13,146,20,NA,398,NA,NA,NA,22,NA,NA,NA,604782
2025-2026,UCLA,Big Ten,22,Kat Lutz,Jr,L/DS,5-4,32,11,120,NA,1,0,4,0.25,28,10,27,214,17,NA,NA,NA,NA,11,NA,NA,NA,346,NA,NA,NA,604782
2025-2026,Washington,Big Ten,9,Kierstyn Barton,Jr,OH,6-1,29,29,112,NA,400,158,1083,0.223,19,24,52,220,39,4,39,4,NA,447.5,NA,NA,NA,706,NA,NA,NA,604947
2025-2026,Washington,Big Ten,12,Katy Wessels,Jr,MB,6-2,30,30,113,NA,131,68,330,0.191,6,9,19,33,3,21,131,8,NA,226.5,NA,NA,NA,10,NA,NA,NA,604947
2025-2026,Washington,Big Ten,19,Elise Hani,Jr,MB,6-4,16,13,53,NA,68,25,162,0.265,2,NA,2,8,1,5,44,NA,NA,95,NA,NA,NA,8,NA,NA,NA,604947
2025-2026,CSU Bakersfield,Big West,1,Luiza Da Cruz,Jr,S,5-8,30,27,107,NA,51,6,150,0.3,656,24,45,265,1,3,13,5,NA,84.5,NA,NA,NA,9,NA,NA,NA,604773
2025-2026,CSU Bakersfield,Big West,9,Nele Broszat,Jr,MB,6-2,30,30,107,NA,92,49,303,0.142,10,8,20,18,NA,15,81,4,NA,155.5,NA,NA,NA,9,NA,NA,NA,604773
2025-2026,CSU Bakersfield,Big West,11,Boden Liljedahl,Jr,L/DS,5-5,30,6,104,NA,2,1,12,0.083,41,21,27,195,20,NA,NA,NA,NA,23,NA,NA,NA,365,NA,NA,NA,604773
2025-2026,CSUN,Big West,1,Katie Kolar,Jr,S,5-9,25,17,100,NA,27,8,100,0.19,635,17,30,178,NA,NA,14,1,NA,51,NA,NA,NA,7,NA,NA,NA,604777
2025-2026,CSUN,Big West,2,Paige Sentes,Jr,L/DS,5-6,30,0,120,NA,5,1,29,0.138,135,29,31,494,23,NA,NA,NA,NA,34,1,NA,NA,560,NA,NA,NA,604777
2025-2026,CSUN,Big West,5,Hailey Brockway,Jr,OH,5-11,13,9,44,NA,126,71,394,0.14,5,3,19,92,16,2,12,2,NA,137,NA,NA,NA,225,NA,NA,NA,604777
2025-2026,CSUN,Big West,10,Tatiana Turgeon,Jr,MB,6-0,27,23,90,NA,92,25,212,0.316,6,9,23,29,NA,17,75,7,NA,155.5,NA,NA,NA,9,NA,NA,NA,604777
2025-2026,CSUN,Big West,11,Jan Marie Duhaylungsod,Jr,L/DS,5-2,25,8,84,NA,6,4,32,0.063,313,20,24,146,NA,NA,NA,NA,NA,26,1,NA,NA,2,NA,NA,NA,604777
2025-2026,CSUN,Big West,12,Julia Bazylevych,Jr,OH,5-11,28,21,96,NA,275,163,890,0.126,12,21,27,178,28,1,16,5,NA,305,NA,NA,NA,464,NA,NA,NA,604777
2025-2026,CSUN,Big West,17,Taylor Dunlap,Jr,S,5-6,18,5,65,NA,1,4,10,-0.3,233,8,13,77,NA,NA,NA,NA,NA,9,2,NA,NA,1,NA,NA,NA,604777
2025-2026,CSUN,Big West,20,Iye Okolo,Jr,MB,6-2,30,30,117,NA,155,29,304,0.414,5,3,8,21,NA,19,87,12,NA,220.5,NA,NA,NA,16,NA,NA,NA,604777
2025-2026,CSUN,Big West,27,Madison DiGiorgio,Jr,OH,5-11,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604777
2025-2026,Cal Poly,Big West,1,Emma Fredrick,Jr,OH,5-10,35,35,126,NA,422,181,1117,0.216,26,36,68,346,18,11,38,10,NA,488,1,NA,NA,541,NA,NA,NA,604772
2025-2026,Cal Poly,Big West,3,Samantha Callahan,Jr,S,6-0,10,1,20,NA,1,0,1,1,72,NA,5,25,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,604772
2025-2026,Cal Poly,Big West,12,Breklyn Pulling,Jr,MB,6-1,1,0,1,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604772
2025-2026,Cal Poly,Big West,16,Kayla Murdoch,Jr,OH,6-2,5,1,6,NA,4,4,12,0,NA,NA,NA,1,NA,NA,4,1,NA,6,NA,NA,NA,NA,NA,NA,NA,604772
2025-2026,Cal Poly,Big West,53,Ella Scott,Jr,L/DS,5-7,32,1,101,NA,4,0,5,0.8,42,23,40,131,15,NA,NA,NA,NA,27,NA,NA,NA,173,NA,NA,NA,604772
2025-2026,Cal St. Fullerton,Big West,13,Kahea Carvalho,Jr,S,5-9,30,26,103,NA,49,12,132,0.28,623,18,27,194,1,NA,11,3,NA,72.5,2,NA,NA,9,NA,NA,NA,604775
2025-2026,Cal St. Fullerton,Big West,14,Sarah Schubert,Jr,OH,5-9,28,10,76,NA,58,22,261,0.138,8,8,9,107,15,3,16,1,NA,77,NA,NA,NA,234,NA,NA,NA,604775
2025-2026,Hawaii,Big West,1,Stella Adeyemi,Jr,OH,5-11,11,10,36,NA,99,36,278,0.227,4,6,9,85,17,NA,6,1,NA,108,NA,NA,NA,261,NA,NA,NA,605062
2025-2026,Hawaii,Big West,9,Tali Hakas,Jr,OH,5-11,3,3,9,NA,26,10,72,0.222,NA,1,1,22,3,1,2,NA,NA,29,NA,NA,NA,64,NA,NA,NA,605062
2025-2026,Hawaii,Big West,15,Leilani Lopez,Jr,L/DS,5-8,25,1,61,NA,0,0,0,NA,8,14,25,17,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,605062
2025-2026,Long Beach St.,Big West,4,Laurel Barsocchini,Jr,L/DS,5-6,24,11,83,NA,0,1,4,-0.25,13,6,7,100,21,NA,NA,NA,NA,6,NA,NA,NA,311,NA,NA,NA,604776
2025-2026,Long Beach St.,Big West,12,Milani Lee,Jr,S,5-10,5,0,9,NA,0,0,1,0,8,1,2,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,604776
2025-2026,Long Beach St.,Big West,18,Anabel Kotzakov,Jr,OH,6-2,24,6,67,NA,86,46,263,0.152,18,6,8,84,9,2,13,2,NA,100.5,NA,NA,NA,320,NA,NA,NA,604776
2025-2026,Long Beach St.,Big West,19,Tatum Hoff,Jr,OH,5-10,27,0,83,NA,4,1,11,0.273,2,15,16,25,NA,NA,1,NA,NA,19.5,NA,NA,NA,NA,NA,NA,NA,604776
2025-2026,UC Davis,Big West,1,Breeze Czapinski,Jr,OH,6-0,27,25,93,NA,260,96,626,0.262,4,2,23,55,NA,2,68,6,NA,298,NA,NA,NA,7,NA,NA,NA,604780
2025-2026,UC Davis,Big West,2,Mia Starr,Jr,S,5-10,28,28,105,NA,51,13,136,0.279,1089,19,37,254,1,2,56,4,NA,100,1,NA,NA,7,NA,NA,NA,604780
2025-2026,UC Davis,Big West,5,Rachel Dunagan,Jr,OH,5-10,28,17,104,NA,2,3,19,-0.053,28,18,30,251,22,NA,NA,NA,NA,20,NA,NA,NA,439,NA,NA,NA,604780
2025-2026,UC Davis,Big West,10,Allie Caldwell,Jr,MB,6-0,25,24,90,NA,82,22,203,0.296,10,NA,NA,22,1,12,93,6,NA,140.5,NA,NA,NA,8,NA,NA,NA,604780
2025-2026,UC Davis,Big West,13,Ally Chandler,Jr,MB,6-2,28,28,105,NA,238,46,511,0.376,8,13,23,42,NA,14,90,12,NA,310,NA,NA,NA,14,NA,NA,NA,604780
2025-2026,UC Davis,Big West,16,Brooke Hibino,Jr,OH,6-1,27,8,95,NA,222,144,677,0.115,4,1,2,57,9,9,37,3,NA,250.5,NA,NA,NA,75,NA,NA,NA,604780
2025-2026,UC Irvine,Big West,1,Nicole Feliciano,Jr,S,5-10,31,31,107,NA,64,33,212,0.146,820,8,16,271,1,3,41,4,NA,95.5,2,NA,NA,18,NA,NA,NA,604781
2025-2026,UC Irvine,Big West,27,Ally Bolden,Jr,MB,6-2,25,22,84,NA,131,58,333,0.219,3,NA,5,28,2,8,60,5,NA,169,NA,NA,NA,10,NA,NA,NA,604781
2025-2026,UC Irvine,Big West,50,Emma Napoleon,Jr,OH,5-10,25,0,69,NA,3,7,22,-0.182,NA,17,27,26,5,NA,NA,NA,NA,20,NA,NA,NA,18,NA,NA,NA,604781
2025-2026,UC Riverside,Big West,6,Mia Delahoussaye,Jr,OH,6-3,24,20,75,NA,198,118,692,0.116,9,11,16,130,22,3,14,3,NA,219,NA,NA,NA,440,NA,NA,NA,604783
2025-2026,UC Riverside,Big West,9,Brianna Bowyer,Jr,RS,6-1,19,5,43,NA,52,39,155,0.084,3,1,1,11,NA,1,14,4,NA,61,NA,NA,NA,1,NA,NA,NA,604783
2025-2026,UC Riverside,Big West,13,Nikki Hughes,Jr,RS,6-0,10,4,21,NA,36,24,113,0.106,1,NA,NA,11,NA,2,7,2,NA,41.5,NA,NA,NA,NA,NA,NA,NA,604783
2025-2026,UC Riverside,Big West,18,Kylie Proctor,Jr,MB,6-3,9,8,27,NA,16,10,58,0.103,4,NA,NA,3,NA,4,18,3,NA,29,NA,NA,NA,5,NA,NA,NA,604783
2025-2026,UC Riverside,Big West,20,Andrea Brewer,Jr,OH,5-8,26,17,80,NA,185,104,581,0.139,8,4,11,83,11,3,25,3,NA,204.5,NA,NA,NA,176,NA,NA,NA,604783
2025-2026,UC San Diego,Big West,2,Ireland McNees,Jr,S,5-9,30,24,109,NA,282,166,904,0.128,23,19,31,267,38,12,30,2,NA,328,NA,NA,NA,635,NA,NA,NA,604909
2025-2026,UC San Diego,Big West,11,Katelyn Hernandez,Jr,OH,5-7,3,0,3,NA,0,0,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,604909
2025-2026,UC San Diego,Big West,13,Marleena Catalan,Jr,S,5-8,5,0,11,NA,0,0,2,0,9,4,4,12,NA,NA,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,604909
2025-2026,UC San Diego,Big West,20,Iris Canko,Jr,L/DS,5-5,8,1,23,NA,0,2,2,-1,13,5,6,23,5,NA,NA,NA,NA,5,NA,NA,NA,76,NA,NA,NA,604909
2025-2026,UC Santa Barbara,Big West,1,Kiersten Schmitt,Jr,OH,6-0,32,32,124,NA,271,114,755,0.208,26,18,46,205,34,25,50,5,NA,339,NA,NA,NA,603,NA,NA,NA,604778
2025-2026,UC Santa Barbara,Big West,2,Sandrea Thomas,Jr,MB,6-0,5,0,6,NA,1,1,7,0,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,604778
2025-2026,UC Santa Barbara,Big West,7,Eva Travis,Jr,OH,5-10,26,23,96,NA,377,154,929,0.24,9,16,29,168,24,11,40,8,NA,424,1,NA,NA,394,NA,NA,NA,604778
2025-2026,UC Santa Barbara,Big West,8,Milan Rex,Jr,S,5-10,25,18,86,NA,4,3,26,0.038,469,10,24,170,NA,NA,NA,1,NA,14,NA,NA,NA,1,NA,NA,NA,604778
2025-2026,UC Santa Barbara,Big West,9,Cortni Youngblood,Jr,DS,5-5,30,0,114,NA,0,1,13,-0.077,140,18,30,371,27,NA,NA,NA,NA,18,NA,NA,NA,682,NA,NA,NA,604778
2025-2026,UC Santa Barbara,Big West,11,Layanna Green,Jr,MB,6-0,31,31,120,NA,249,53,463,0.423,32,21,30,87,1,15,98,9,NA,334,1,NA,NA,15,NA,NA,NA,604778
2025-2026,UC Santa Barbara,Big West,33,Emma McDermott,Jr,OH,6-2,31,21,115,NA,162,73,454,0.196,6,NA,NA,41,NA,16,74,6,NA,215,NA,NA,NA,NA,NA,NA,NA,604778
2025-2026,Campbell,CAA,1,Lauren Wheeler,Jr,S,5-9,30,1,108,NA,16,0,38,0.421,444,23,50,187,NA,NA,NA,NA,NA,39,NA,NA,NA,2,NA,NA,NA,604784
2025-2026,Campbell,CAA,2,Olivia Miller,Jr,DS,5-7,28,0,82,NA,0,0,1,0,13,8,13,53,4,NA,NA,NA,NA,8,NA,NA,NA,57,NA,NA,NA,604784
2025-2026,Campbell,CAA,16,Meredith Reisman,Jr,MB,6-1,4,0,6,NA,1,2,4,-0.25,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,604784
2025-2026,Campbell,CAA,17,Ashley Artura,Jr,S,6-1,10,0,18,NA,0,0,2,0,52,2,2,12,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,604784
2025-2026,Col. of Charleston,CAA,5,Lauren Dow,Jr,S,6-1,28,28,109,NA,64,13,206,0.248,981,22,16,300,NA,2,32,2,NA,104,NA,NA,NA,3,NA,NA,NA,605073
2025-2026,Col. of Charleston,CAA,17,Deanna Dollar,Jr,OH,5-11,23,5,66,NA,114,71,360,0.119,1,NA,NA,19,12,4,11,5,NA,123.5,NA,NA,NA,90,NA,NA,NA,605073
2025-2026,Col. of Charleston,CAA,21,Lainee Mack,Jr,S,5-8,13,0,19,NA,1,2,8,-0.125,53,NA,2,14,NA,NA,1,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,605073
2025-2026,Elon,CAA,6,Kyla Johnson,Jr,MB,5-9,19,11,47,NA,29,13,101,0.158,4,7,5,11,NA,7,36,3,NA,61,NA,NA,NA,3,NA,NA,NA,604962
2025-2026,Elon,CAA,9,Shannon O'Laughlin,Jr,L/DS,5-9,24,1,81,NA,0,1,4,-0.25,39,17,15,201,25,NA,NA,NA,NA,17,NA,NA,NA,332,NA,NA,NA,604962
2025-2026,Elon,CAA,11,Caroline Berlekamp,Jr,MB,6-2,24,19,70,NA,77,26,196,0.26,1,1,1,22,NA,13,37,7,NA,109.5,NA,NA,NA,7,NA,NA,NA,604962
2025-2026,Elon,CAA,13,Cameron Lanier,Jr,RS,6-1,26,19,92,NA,211,114,587,0.165,8,2,4,71,3,10,35,7,NA,240.5,NA,NA,NA,41,NA,NA,NA,604962
2025-2026,Hampton,CAA,18,Dila Derendeli,Jr,OH,6-0,22,0,57,NA,1,1,10,0,8,NA,1,66,23,NA,NA,NA,NA,1,NA,NA,NA,182,NA,NA,NA,604830
2025-2026,Hofstra,CAA,5,Nil Kayaalp,Jr,L,5-4,26,0,95,NA,2,1,15,0.067,108,18,26,421,33,NA,NA,NA,NA,20,NA,NA,NA,570,NA,NA,NA,604832
2025-2026,Hofstra,CAA,9,Beatriz Braga,Jr,OH,5-11,24,22,89,NA,349,109,838,0.286,13,15,37,203,8,4,37,7,NA,386.5,NA,NA,NA,401,NA,NA,NA,604832
2025-2026,Hofstra,CAA,22,Lauren Konzen,Jr,DS,5-6,26,1,77,NA,2,0,4,0.5,13,4,5,81,6,NA,NA,NA,NA,6,NA,NA,NA,143,NA,NA,NA,604832
2025-2026,N.C. A&T,CAA,4,Valeria Estrada,Jr,L,5-3,27,5,96,NA,1,2,19,-0.053,45,20,22,235,29,NA,NA,NA,NA,21,NA,NA,NA,427,NA,NA,NA,604904
2025-2026,N.C. A&T,CAA,10,Mikala Sampson,Jr,RS,6-0,21,8,78,NA,195,86,512,0.213,3,NA,2,42,1,3,22,9,NA,209,NA,NA,NA,3,NA,NA,NA,604904
2025-2026,N.C. A&T,CAA,12,Leonor Polezzi,Jr,S,5-10,27,27,104,NA,36,10,120,0.217,1067,41,53,307,NA,3,33,10,NA,96.5,2,NA,NA,7,NA,NA,NA,604904
2025-2026,Northeastern,CAA,9,Beatrice Gennari,Jr,MB,6-0,25,25,98,NA,171,33,364,0.379,18,14,18,67,1,18,79,9,NA,242.5,NA,NA,NA,12,NA,NA,NA,604980
2025-2026,Northeastern,CAA,11,Kaylin Daniels,Jr,MB,6-2,10,10,39,NA,77,12,150,0.433,2,NA,NA,14,NA,7,32,5,NA,100,NA,NA,NA,5,NA,NA,NA,604980
2025-2026,Stony Brook,CAA,1,Rayanne Wheat,Jr,S,5-7,11,0,23,NA,0,0,8,0,74,5,6,22,NA,NA,NA,NA,NA,5,1,NA,NA,1,NA,NA,NA,604915
2025-2026,Stony Brook,CAA,7,Ayanna Pierre Louis,Jr,MB,5-11,27,27,99,NA,142,47,380,0.25,22,20,24,52,1,9,80,4,NA,211,NA,NA,NA,9,NA,NA,NA,604915
2025-2026,Stony Brook,CAA,10,Mercedes Motton,Jr,MB,5-7,26,21,89,NA,86,50,297,0.121,16,NA,2,50,NA,4,41,3,NA,110.5,NA,NA,NA,11,NA,NA,NA,604915
2025-2026,Stony Brook,CAA,12,Liv Hertzog,Jr,MB,6-0,13,4,31,NA,39,15,110,0.218,1,NA,NA,15,NA,4,21,2,NA,53.5,NA,NA,NA,1,NA,NA,NA,604915
2025-2026,Stony Brook,CAA,19,Madison Cigna,Jr,L/DS,5-5,27,1,104,NA,2,0,14,0.143,74,23,29,373,25,NA,NA,NA,NA,25,NA,NA,NA,427,NA,NA,NA,604915
2025-2026,Towson,CAA,9,Tshilanda Diouf,Jr,OPP,5-11,21,2,52,NA,91,42,195,0.251,2,NA,NA,21,NA,2,18,2,NA,102,NA,NA,NA,2,NA,NA,NA,604931
2025-2026,Towson,CAA,14,Maisie Jesse,Jr,S,5-9,28,20,110,NA,22,1,48,0.438,653,24,28,207,NA,NA,NA,NA,NA,46,NA,NA,NA,1,NA,NA,NA,604931
2025-2026,Towson,CAA,16,Taylor Pagan,Jr,OH,6-1,18,14,64,NA,175,66,471,0.231,14,8,41,127,15,1,30,5,NA,199,NA,NA,NA,358,NA,NA,NA,604931
2025-2026,Towson,CAA,23,Ella Sanders,Jr,OH,5-10,27,24,108,NA,332,135,868,0.227,12,24,12,224,6,1,45,9,NA,379.5,NA,NA,NA,139,NA,NA,NA,604931
2025-2026,UNCW,CAA,14,Hannah Forbes,Jr,OH,6-0,26,26,90,NA,239,170,861,0.08,6,23,64,192,23,NA,10,3,NA,267,NA,NA,NA,429,NA,NA,NA,604892
2025-2026,William & Mary,CAA,7,Tulasi Nalluri,Jr,L/DS,5-8,11,0,20,NA,0,0,0,NA,NA,2,5,6,2,NA,NA,NA,NA,2,NA,NA,NA,11,NA,NA,NA,604952
2025-2026,William & Mary,CAA,10,Audrey Brcka,Jr,OH,6-1,27,24,99,NA,268,123,756,0.192,13,20,22,141,33,4,34,3,NA,309,1,NA,NA,540,NA,NA,NA,604952
2025-2026,William & Mary,CAA,23,Katherine Arnason,Jr,RS,6-1,27,17,99,NA,250,85,705,0.234,9,7,10,85,NA,6,70,3,NA,298,1,NA,NA,41,NA,NA,NA,604952
2025-2026,Delaware,CUSA,3,India Gantt,Jr,MB,6-2,7,3,12,NA,12,7,43,0.116,1,NA,NA,3,NA,NA,9,NA,NA,16.5,1,NA,NA,1,NA,NA,NA,604802
2025-2026,Delaware,CUSA,4,Fiona Rigby,Jr,OH,6-0,9,4,26,NA,10,15,60,-0.083,4,6,13,33,10,NA,1,NA,NA,16.5,1,NA,NA,125,NA,NA,NA,604802
2025-2026,Delaware,CUSA,7,Kennedi Inman,Jr,S,5-10,25,20,93,NA,18,5,53,0.245,512,16,20,163,NA,1,12,NA,NA,41,2,NA,NA,5,NA,NA,NA,604802
2025-2026,Delaware,CUSA,17,Asia Murray,Jr,MB,6-2,25,25,93,NA,152,69,400,0.208,6,5,13,29,NA,6,115,8,NA,220.5,NA,NA,NA,5,NA,NA,NA,604802
2025-2026,Delaware,CUSA,18,Morgan Campbell,Jr,MB,5-11,8,4,17,NA,14,13,45,0.022,NA,1,4,3,NA,NA,15,NA,NA,22.5,NA,NA,NA,1,NA,NA,NA,604802
2025-2026,Delaware,CUSA,22,Anna Logan Gillens,Jr,OH,5-10,25,25,92,NA,287,139,754,0.196,4,5,16,86,21,2,51,4,NA,319.5,1,NA,NA,300,NA,NA,NA,604802
2025-2026,FIU,CUSA,12,Kindyl Kilar,Jr,OH,5-11,16,1,40,NA,4,0,18,0.222,3,3,4,39,4,NA,NA,NA,NA,7,NA,NA,NA,102,NA,NA,NA,604816
2025-2026,FIU,CUSA,16,Courtney O'Brien,Jr,OH,5-11,32,18,113,NA,170,73,532,0.182,21,36,45,243,59,NA,16,NA,NA,214,NA,NA,NA,688,NA,NA,NA,604816
2025-2026,FIU,CUSA,21,Maliyah LaBrie,Jr,OH,5-6,8,0,9,NA,7,6,19,0.053,NA,NA,NA,3,NA,NA,NA,1,NA,7,NA,NA,NA,1,NA,NA,NA,604816
2025-2026,FIU,CUSA,32,Emma Beretich,Jr,MB,6-2,22,18,70,NA,106,50,258,0.217,4,NA,NA,10,NA,10,47,2,NA,139.5,NA,NA,NA,8,NA,NA,NA,604816
2025-2026,Kennesaw St.,CUSA,4,Maggie Byrd,Jr,MB,6-0,28,26,93,NA,97,27,200,0.35,8,8,23,24,1,1,69,7,NA,140.5,NA,NA,NA,8,NA,NA,NA,604965
2025-2026,Kennesaw St.,CUSA,6,Kourtney Brown,Jr,S,5-10,28,3,101,NA,5,1,11,0.364,453,22,43,127,NA,NA,NA,1,NA,27,NA,NA,NA,2,NA,NA,NA,604965
2025-2026,Kennesaw St.,CUSA,10,Haley Patterson,Jr,MB,6-0,28,24,102,NA,207,112,542,0.175,15,1,1,81,1,1,75,7,NA,246.5,NA,NA,NA,16,NA,NA,NA,604965
2025-2026,Kennesaw St.,CUSA,12,Gracie Pynes,Jr,DS,5-7,28,0,90,NA,0,0,4,0,11,18,26,23,4,NA,NA,NA,NA,18,NA,NA,NA,38,NA,NA,NA,604965
2025-2026,Kennesaw St.,CUSA,14,Olivia Burrage,Jr,MB,6-1,28,28,103,NA,248,70,506,0.352,8,NA,NA,17,2,9,113,8,NA,313.5,NA,NA,NA,12,NA,NA,NA,604965
2025-2026,Liberty,CUSA,8,Jenna Otts,Jr,OH,6-1,30,26,118,NA,380,136,994,0.245,5,NA,NA,77,10,4,35,7,NA,401.5,NA,NA,NA,303,NA,NA,NA,604858
2025-2026,Liberty,CUSA,15,Charli Morris,Jr,S,6-3,20,4,53,NA,49,16,135,0.244,6,NA,NA,20,NA,3,18,3,NA,61,NA,NA,NA,NA,NA,NA,NA,604858
2025-2026,Liberty,CUSA,21,Zoe Hall,Jr,MB,6-3,23,18,83,NA,107,32,262,0.286,9,12,22,35,1,12,63,10,NA,162.5,NA,NA,NA,22,NA,NA,NA,604858
2025-2026,Louisiana Tech,CUSA,4,Riley Steubing,Jr,L/DS,5-7,30,0,110,NA,2,5,41,-0.073,62,26,42,419,27,NA,NA,NA,NA,28,NA,NA,NA,521,NA,NA,NA,604861
2025-2026,Louisiana Tech,CUSA,8,Grace Krohn,Jr,S,6-1,27,0,72,NA,1,4,32,-0.094,274,13,36,83,NA,NA,1,NA,NA,14.5,2,NA,NA,1,NA,NA,NA,604861
2025-2026,Louisiana Tech,CUSA,9,Anaya Hairston,Jr,MB,6-2,28,21,82,NA,68,39,205,0.141,3,NA,NA,13,1,5,54,9,NA,100,NA,NA,NA,2,NA,NA,NA,604861
