Season,Team,Conference,Number,Player,Yr,Pos,Ht,GP,GS,S,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,TB,PTS,BHE,Trpl Dbl,SrvAtt,RetAtt,Dbl Dbl,Hometown,High School
2024-2025,Bryant,America East,2,Grace Sorensen,So,OH,5-11,1,0,1,NA,0,1,1,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,0.5,NA,NA,NA,NA,NA,"Georgetown, MA",Ipswich
2024-2025,Bryant,America East,3,Madison Koeller,So,S,6-0,20,0,61,NA,12,1,45,0.244,230,14,15,92,NA,NA,3,NA,NA,27.5,4,NA,NA,NA,NA,"Winchester, VA",Millbrook
2024-2025,Bryant,America East,7,Brookelyn Talmadge,So,MB,6-0,27,23,94,NA,150,41,352,0.31,7,NA,NA,16,NA,12,71,4,NA,197.5,1,NA,NA,12,NA,"Clifton, NJ",Immaculate Heart Academy
2024-2025,Bryant,America East,10,Nadine Abdat,So,MB,6-0,9,4,18,NA,18,8,43,0.233,NA,1,2,2,NA,NA,12,NA,NA,25,NA,NA,NA,1,NA,"North Andover, MA",North Andover
2024-2025,Bryant,America East,11,Nina Gavin,So,RS,6-1,7,1,13,NA,18,17,63,0.016,NA,NA,NA,4,NA,NA,3,NA,NA,19.5,NA,NA,NA,1,NA,"Clinton, MA",Worcester Academy
2024-2025,NJIT,America East,4,Patricia Rakova,So,OH,6-0,1,0,2,NA,3,0,6,0.5,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,6,NA,"Verona, NJ",Verona
2024-2025,NJIT,America East,6,Sara Siefert,So,OH,5-11,20,16,57,NA,109,78,436,0.071,5,22,18,121,25,1,11,1,NA,137.5,NA,NA,NA,359,NA,"Canton, GA",Sequoyah
2024-2025,NJIT,America East,13,Rowan Schreiber,So,MB,6-4,11,10,32,NA,22,10,76,0.158,NA,NA,NA,11,NA,5,24,2,NA,39,NA,NA,NA,3,NA,"Madison, WI",Vel Phillips Memorial
2024-2025,New Hampshire,America East,1,Miray Su Keskin,So,L,5-6,19,0,54,NA,0,1,2,-0.5,NA,3,7,26,7,NA,NA,NA,NA,3,NA,NA,NA,66,NA,"Ankara, Turkey",Incek Doga High School
2024-2025,New Hampshire,America East,10,Rachel Grier,So,MB,6-4,28,27,106,NA,205,64,489,0.288,10,21,19,85,NA,17,120,10,NA,303,NA,NA,NA,3,NA,"Dublin, CA",Dublin High School
2024-2025,New Hampshire,America East,18,Evelyn Brenton,So,MB,6-2,6,0,11,NA,3,1,8,0.25,NA,NA,NA,1,NA,2,3,1,NA,6.5,NA,NA,NA,NA,NA,"Glastonbury, CT",Glastonbury High School
2024-2025,New Hampshire,America East,19,Krista Haake,So,MB,6-2,1,0,2,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.5,NA,NA,NA,NA,NA,"Clarksville, TN",Clarksville High School
2024-2025,New Hampshire,America East,22,Jessica Shattles,So,S,5-10,28,28,106,NA,13,1,49,0.245,640,32,41,256,NA,NA,2,2,NA,46,1,NA,NA,2,NA,"Ponte Vedra Beach, FL",Ponte Vedra High School
2024-2025,UAlbany,America East,14,Campbell Robinson,So,MB,6-2,13,9,37,NA,58,23,143,0.245,3,3,10,11,NA,1,26,4,NA,75,NA,NA,NA,6,NA,"Cincinnati, OH",Milford
2024-2025,UAlbany,America East,16,Emilia Kuzniar,So,S,5-10,4,0,5,NA,0,2,3,-0.667,9,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Przemysl, Poland",Sports Championship
2024-2025,UMBC,America East,3,Molly Penn,So,DS,5-4,2,1,6,NA,1,0,2,0.5,NA,NA,NA,8,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,"Clarksville, MD",Mount De Sales
2024-2025,UMBC,America East,16,Hannah Howard,So,L/DS,5-7,20,3,78,NA,1,0,4,0.25,31,18,17,182,26,NA,NA,NA,NA,19,1,NA,NA,346,NA,"Inwood, WV",Musselman
2024-2025,UMBC,America East,24,Helen Frankovich,So,MB,6-3,24,19,85,NA,168,81,454,0.192,4,NA,NA,21,NA,1,46,6,NA,192,1,NA,NA,NA,NA,"Falls Church, VA",Justice
2024-2025,Davidson,Atlantic 10,19,Elena Garcia-Guerrios,So,OH,6-0,23,12,72,NA,87,44,245,0.176,14,24,5,144,16,NA,8,3,NA,115,1,NA,NA,371,NA,"Manati, Puerto Rico",Colegio Marista Manati
2024-2025,Davidson,Atlantic 10,20,Melanie Tilles,So,MB,6-2,31,31,118,NA,158,50,356,0.303,7,13,37,46,6,26,63,15,NA,228.5,1,NA,NA,31,NA,"Palos Verdes Estates, CA",Palos Verdes
2024-2025,Dayton,Atlantic 10,2,Gaby Arroyo,So,L,5-9,34,1,114,NA,1,1,4,0,41,34,39,252,25,NA,NA,NA,NA,35,NA,NA,NA,371,NA,"Miami, FL",Westminster Christian
2024-2025,Dayton,Atlantic 10,7,Kaitlyn McNeel,So,OH,6-3,15,1,21,NA,20,10,52,0.192,1,NA,NA,10,NA,NA,5,1,NA,22.5,NA,NA,NA,NA,NA,"Richmond, VA",Godwin
2024-2025,Dayton,Atlantic 10,16,India Gantt,So,MB,6-2,4,0,5,NA,3,3,9,0,NA,NA,NA,2,NA,NA,1,NA,NA,3.5,NA,NA,NA,NA,NA,"San Antonio, TX",Holmes
2024-2025,Dayton,Atlantic 10,20,Ava Larkin,So,S,5-11,13,0,20,NA,1,0,1,1,8,3,4,9,NA,NA,1,NA,NA,4.5,NA,NA,NA,1,NA,"Phoenix, AZ",Xavier College Prep
2024-2025,Duquesne,Atlantic 10,0,Amalia Martin,So,S,5-10,8,1,15,NA,0,0,1,0,35,NA,4,15,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Columbia, SC",Ridgeview
2024-2025,Duquesne,Atlantic 10,2,Chloe Wilmot,So,S,5-9,27,27,106,NA,7,3,22,0.182,622,39,26,228,1,NA,2,1,NA,47,5,NA,NA,4,NA,"Alexandria, VA",Alexandria City
2024-2025,Duquesne,Atlantic 10,13,Avery Hobson,So,OH,6-1,30,30,114,NA,217,110,675,0.159,14,36,33,282,83,5,50,5,NA,283,NA,NA,NA,823,NA,"Fishers, IN",Hamilton Southeastern
2024-2025,Duquesne,Atlantic 10,14,Jordan Robertson,So,MB,6-2,24,22,89,NA,100,29,221,0.321,8,9,21,40,NA,10,74,6,NA,156,NA,NA,NA,5,NA,"Coral Springs, FL",Marjory Stoneman Douglas
2024-2025,Fordham,Atlantic 10,2,Lola Fernandez,So,L,5-6,26,1,79,NA,0,0,7,0,17,17,23,89,19,NA,NA,NA,NA,17,NA,NA,NA,176,NA,"Austin, TX",Westwood
2024-2025,Fordham,Atlantic 10,15,Lorenza Rosenkilde,So,MB,6-0,24,20,75,NA,79,31,210,0.229,2,1,6,19,1,13,58,6,NA,122,NA,NA,NA,6,NA,"Naerum, Denmark",H.C. Orsted Gymnasium
2024-2025,Fordham,Atlantic 10,17,Tatum Holderied,So,MB,6-4,8,8,27,NA,37,11,81,0.321,NA,NA,NA,7,NA,9,20,NA,NA,56,NA,NA,NA,4,NA,"Fairfield, CT",Fairfield Ludlowe
2024-2025,Fordham,Atlantic 10,22,Whitney Woodrow,So,S,6-1,27,26,94,NA,19,5,91,0.154,614,32,46,239,2,1,13,2,NA,58.5,1,NA,NA,5,NA,"Fisherville, KY",NA
2024-2025,George Mason,Atlantic 10,4,Caroline Rodriguez,So,OH,6-1,20,4,60,NA,92,91,342,0.003,4,14,32,33,6,1,21,2,NA,117.5,NA,NA,NA,154,NA,"Charlotte, NC",Charlotte Catholic
2024-2025,George Mason,Atlantic 10,8,Chelsea Colter,So,MB,6-1,29,28,111,NA,143,59,381,0.22,7,NA,NA,14,NA,15,90,6,NA,203,1,NA,NA,8,NA,"Fairfax, VA",Robinson Secondary
2024-2025,George Mason,Atlantic 10,13,Camryn Weldon,So,S,5-10,30,22,115,NA,47,1,116,0.397,639,14,28,217,1,1,NA,NA,NA,62,1,NA,NA,5,NA,"Mckinney, TX",McKinney Boyd
2024-2025,George Mason,Atlantic 10,18,Autumn Martinez-Robinson,So,L,5-8,30,0,115,NA,2,4,21,-0.095,155,67,89,470,36,NA,NA,NA,NA,69,NA,NA,NA,625,NA,"Lutz, FL",Tampa Prep
2024-2025,George Washington,Atlantic 10,4,Loukia Papadakos,So,MB,6-3,9,0,11,NA,4,2,13,0.154,NA,NA,NA,1,NA,3,4,3,NA,9,NA,NA,NA,NA,NA,"Stoufville, Canada",Cardinal Gibbons
2024-2025,George Washington,Atlantic 10,21,Haylee Brown,So,OH,6-2,32,7,106,NA,188,72,490,0.237,6,NA,NA,26,NA,7,34,6,NA,212,NA,NA,NA,1,NA,"Maricopa, AZ",Maricopa
2024-2025,Loyola Chicago,Atlantic 10,5,Emma Henry,So,S,5-8,14,0,29,NA,0,0,0,NA,28,1,9,14,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
2024-2025,Loyola Chicago,Atlantic 10,12,Kaley Board,So,OH,5-10,3,0,5,NA,3,5,13,-0.154,1,1,NA,2,NA,NA,1,NA,NA,4.5,NA,NA,NA,1,NA,"Lake Worth, FL",Somerset Academy Canyons
2024-2025,Loyola Chicago,Atlantic 10,15,Avary DeBlieck,So,MB,6-2,33,31,107,NA,168,60,378,0.286,8,NA,NA,12,NA,17,80,5,NA,225,NA,NA,NA,7,NA,"Algonquin, IL",Huntley
2024-2025,Loyola Chicago,Atlantic 10,16,Jordan Bruckner,So,L/DS,5-5,24,5,74,NA,1,0,2,0.5,25,2,6,106,9,NA,NA,NA,NA,3,NA,NA,NA,183,NA,"Bel Aire, KS",East
2024-2025,Rhode Island,Atlantic 10,2,Madi Disu,So,OH,6-0,28,22,90,NA,187,120,656,0.102,7,42,31,167,46,6,31,2,NA,250.5,NA,NA,NA,423,NA,"Buda, TX",Hays
2024-2025,Rhode Island,Atlantic 10,3,Sydney Houchens,So,OH,5-11,24,12,70,NA,45,27,187,0.096,8,7,10,110,30,4,15,6,NA,63.5,NA,NA,NA,428,NA,"Bethlehem, PA",Liberty
2024-2025,Rhode Island,Atlantic 10,6,Megan Disu,So,OH,6-0,28,15,89,NA,155,74,426,0.19,2,NA,3,31,2,5,44,6,NA,182,NA,NA,NA,43,NA,"Buda, TX",Hays
2024-2025,Rhode Island,Atlantic 10,8,Catalina Hendricks,So,S,5-5,18,1,54,NA,2,4,15,-0.133,164,11,14,40,NA,NA,NA,NA,NA,13,NA,NA,NA,8,NA,"Wilton, CT",St. Luke's
2024-2025,Rhode Island,Atlantic 10,12,Chloe Abuto,So,OH,5-10,31,31,117,NA,141,72,411,0.168,6,2,4,31,1,20,114,9,NA,220,NA,NA,NA,12,NA,"Burlington, MA",Burlington
2024-2025,Saint Louis,Atlantic 10,10,Colleen Engstler,So,RS,5-10,6,0,7,NA,0,0,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,"Downers Grove, IL",Downers Grove North
2024-2025,Saint Louis,Atlantic 10,15,Trinity Luckett,So,MB,6-2,31,31,119,NA,239,85,508,0.303,2,NA,NA,28,NA,23,115,5,NA,319.5,NA,NA,NA,4,NA,"Bentonville, AR",Bentonville West High School
2024-2025,VCU,Atlantic 10,2,Anja Kujundzic,So,L,5-5,27,0,97,NA,1,0,8,0.125,129,25,26,388,29,NA,NA,NA,NA,26,NA,NA,NA,548,NA,"Ljig, Serbia",Sport Gymnasium
2024-2025,VCU,Atlantic 10,9,Julieta Portillo,So,OH,6-4,5,0,7,NA,10,5,37,0.135,2,NA,1,2,1,NA,NA,NA,NA,10,NA,NA,NA,8,NA,"Yerba Buena, Argentina",NA
2024-2025,VCU,Atlantic 10,10,Katie Paez,So,L,5-5,21,9,56,NA,0,1,1,-1,2,1,1,70,27,NA,NA,NA,NA,1,NA,NA,NA,292,NA,"Las Vegas, NV",NA
2024-2025,VCU,Atlantic 10,17,Akire Jones,So,MH,6-1,12,12,38,NA,36,17,87,0.218,1,5,6,14,NA,2,28,4,NA,57,1,NA,NA,NA,NA,"Round Rock, TX",NA
2024-2025,Arizona,Big 12,1,Sydnie Vanek,So,OH,6-0,14,0,21,NA,26,18,70,0.114,NA,NA,NA,1,NA,NA,6,1,NA,29,NA,NA,NA,3,NA,"Clovis, CA",Clovis High School
2024-2025,Arizona,Big 12,15,Giorgia Mandotti,So,L/DS,5-7,18,0,37,NA,0,0,0,NA,2,8,11,29,NA,NA,NA,NA,NA,8,NA,NA,NA,20,NA,"Milan, Italy",Liceo Virgilio Milano
2024-2025,Arizona,Big 12,22,Journey Tucker,So,MB,6-3,28,27,91,NA,98,14,225,0.373,NA,NA,NA,7,1,13,83,4,NA,152.5,NA,NA,NA,4,NA,"Buckeye, AZ",Verrado High School
2024-2025,Arizona St.,Big 12,14,Jillian Neal,So,OH,6-2,32,3,96,NA,33,12,100,0.21,3,36,43,77,2,1,4,NA,NA,72,NA,NA,NA,72,NA,"San Diego, CA",Del Norte HS
2024-2025,Arizona St.,Big 12,21,Hokulani Perez,So,MB,6-0,5,0,6,NA,6,3,13,0.231,NA,NA,NA,1,NA,NA,3,NA,NA,7.5,NA,NA,NA,NA,NA,"Honolulu, HI",Moanalua HS
2024-2025,Arizona St.,Big 12,27,Brynn Covell,So,S,6-0,33,14,110,NA,1,1,8,0,119,24,26,190,NA,NA,1,NA,NA,25.5,NA,NA,NA,1,NA,"Raleigh, NC",NC Volleyball Academy
2024-2025,BYU,Big 12,11,Addie Benson,So,OH,6-2,4,0,7,NA,8,8,31,0,NA,NA,1,1,NA,NA,NA,NA,NA,8,NA,NA,NA,10,NA,"Newbury Park, CA",Newbury Park HS
2024-2025,BYU,Big 12,12,Claire Little,So,OH,6-3,28,28,110,NA,427,132,1071,0.275,13,30,46,235,42,4,44,3,NA,483,NA,NA,NA,606,NA,NA,NA
2024-2025,BYU,Big 12,13,Mia Lee,So,MB,6-0,9,1,17,NA,27,9,53,0.34,1,4,4,NA,NA,1,8,NA,NA,36,NA,NA,NA,NA,NA,"Vineyard, UT",Mountain View HS
2024-2025,BYU,Big 12,16,Brielle Miller,So,L,5-5,19,1,49,NA,0,0,0,NA,5,2,6,22,5,NA,NA,NA,NA,2,NA,NA,NA,50,NA,"Orem, UT",Mountain View HS
2024-2025,BYU,Big 12,19,Kaieva Johnson,So,L,5-8,21,2,40,NA,0,0,0,NA,2,NA,NA,23,8,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA
2024-2025,BYU,Big 12,24,Brielle Kemavor,So,MB,6-5,29,29,113,NA,227,64,465,0.351,5,NA,NA,15,3,31,135,12,NA,325.5,NA,NA,NA,20,NA,"Bristow, VA",Colgan HS
2024-2025,Baylor,Big 12,7,Victoria Davis,So,MB,6-2,25,17,72,NA,87,28,202,0.292,7,NA,NA,13,NA,5,69,8,NA,126.5,NA,NA,NA,8,NA,"Santa Clarita, CA",West Ranch
2024-2025,Baylor,Big 12,11,Kendal Murphy,So,OH,6-3,30,29,109,NA,261,96,765,0.216,21,22,33,227,31,4,29,6,NA,301.5,1,NA,NA,662,NA,"Scottsdale, AZ",Horizon
2024-2025,Baylor,Big 12,12,Brielle Warren,So,OH,6-1,8,0,8,NA,2,3,6,-0.167,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"College Station, TX",Fulshear
2024-2025,Baylor,Big 12,26,Tehani Ulufatu,So,L/DS,5-5,31,15,109,NA,0,0,9,0,22,20,19,195,23,NA,NA,NA,NA,20,NA,NA,NA,357,NA,"San Francisco, CA",Marin Catholic
2024-2025,Cincinnati,Big 12,1,Nina Horning,So,OH,6-5,4,0,7,NA,5,6,34,-0.029,NA,NA,NA,7,1,NA,3,NA,NA,6.5,NA,NA,NA,8,NA,"Lake Orion, MI",Lake Orion
2024-2025,Cincinnati,Big 12,2,Sydney Nolan,So,OH,6-4,29,22,105,NA,313,99,887,0.241,12,14,23,187,20,3,49,4,NA,354.5,NA,NA,NA,156,NA,"Florence, KY",Notre Dame Academy
2024-2025,Cincinnati,Big 12,5,Lilian Entenmann,So,MB,6-1,1,0,1,NA,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Columbus, OH",Upper Arlington
2024-2025,Cincinnati,Big 12,99,Zeta Washington,So,MB,6-2,19,16,55,NA,83,27,191,0.293,5,NA,NA,10,NA,5,35,2,NA,105.5,NA,NA,NA,6,NA,"Ponte Vedra, FL",Ponte Vedra
2024-2025,Colorado,Big 12,3,Rian Finley,So,S,6-0,15,0,25,NA,0,0,0,NA,10,4,9,5,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Reno, NV",Reno High School
2024-2025,Colorado,Big 12,7,Kendall Meller,So,OH,6-2,19,1,32,NA,30,12,83,0.217,NA,NA,1,3,NA,NA,13,1,NA,36.5,NA,NA,NA,2,NA,"Brownsburg, IN",Brownsburg High School
2024-2025,Colorado,Big 12,9,Avery Bolles,So,L/DS,5-9,30,0,113,NA,3,1,4,0.5,21,35,41,155,22,NA,NA,NA,NA,38,NA,NA,NA,366,NA,"Andover, MN",Andover High School
2024-2025,Colorado,Big 12,10,Sydney Jordan,So,OH,6-3,30,29,116,NA,279,131,914,0.162,24,19,33,234,33,5,21,7,NA,313.5,NA,NA,NA,649,NA,"Missouri City, TX",Ridge Point High School
2024-2025,Colorado,Big 12,11,Ana Burilović,So,OH,6-1,29,29,113,NA,401,201,1097,0.182,12,38,47,197,23,7,39,2,NA,465.5,NA,NA,NA,522,NA,"Split, Croatia","V. Gymnasium ""Vladimir Nazor"""
2024-2025,Colorado,Big 12,20,Annelise Rising,So,OH,6-0,3,0,4,NA,1,1,3,0,1,NA,NA,1,2,NA,NA,NA,NA,1,NA,NA,NA,6,NA,"Santa Monica, CA",Mayfield Senior School
2024-2025,Colorado,Big 12,21,Lily Dwinell,So,OH,6-2,30,29,114,NA,271,121,707,0.212,4,1,3,48,NA,5,73,7,NA,313.5,1,NA,NA,13,NA,"San Clemente, CA",San Clemente High School
2024-2025,Colorado,Big 12,25,Emma DeSensi,So,L/DS,5-6,2,0,3,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Louisville, KY",Assumption
2024-2025,Colorado,Big 12,33,Cayla Payne,So,MB,6-4,30,30,118,NA,241,87,545,0.283,3,1,NA,23,1,17,111,7,NA,314.5,2,NA,NA,9,NA,"Carlsbad, CA",Carlsbad High School
2024-2025,Houston,Big 12,6,Ella Busey,So,OH,6-0,4,0,4,NA,2,2,7,0,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,3,NA,"Colleyville, TX",Colleyville Heritage HS
2024-2025,Houston,Big 12,23,Ashlyn Bellamy,So,OH,6-1,17,4,34,NA,59,33,187,0.139,2,4,16,35,5,NA,7,NA,NA,66.5,NA,NA,NA,140,NA,"Lee's Summit, MO",Lee's Summit HS
2024-2025,Iowa St.,Big 12,1,Pam McCune,So,MB,6-0,22,19,82,NA,134,33,335,0.301,2,2,6,25,NA,23,62,1,NA,190,NA,NA,NA,14,NA,"Upper Marlboro, MD",St. John's
2024-2025,Iowa St.,Big 12,13,Lilly Wachholz,So,RS,6-2,28,14,107,NA,287,135,705,0.216,9,22,30,83,1,5,31,5,NA,329.5,1,NA,NA,18,NA,"Waconia, MN",Mayer Lutheran
2024-2025,Iowa St.,Big 12,14,Nayeli Gonzalez,So,OH,6-2,11,7,43,NA,127,63,317,0.202,2,7,13,48,6,2,16,1,NA,144,NA,NA,NA,97,NA,"San Antonio, TX",Cornerstone Christian
2024-2025,Iowa St.,Big 12,15,Kiersten Schmitt,So,OH,6-0,26,11,87,NA,141,78,447,0.141,2,8,13,47,5,5,39,7,NA,173.5,NA,NA,NA,63,NA,"Epworth, IA",Beckman Catholic
2024-2025,Kansas,Big 12,3,Raegan Burns,So,L/DS,5-5,30,0,108,NA,0,1,15,-0.067,135,18,32,372,18,NA,NA,NA,NA,18,1,NA,NA,553,NA,"Lafayette, IN",McCutcheon
2024-2025,Kansas,Big 12,15,Ellie Schneider,So,MB,6-5,15,0,18,NA,5,4,14,0.071,NA,NA,NA,2,NA,NA,4,NA,NA,7,NA,NA,NA,NA,NA,"Metairie, LA",Metairie Country Day
2024-2025,Kansas,Big 12,19,Molly McCarthy,So,L/DS,5-11,17,0,33,NA,0,0,0,NA,6,1,3,21,2,NA,NA,NA,NA,1,NA,NA,NA,13,NA,"Rancho Mirage, CA",Palm Desert
2024-2025,Kansas,Big 12,24,Aisha Aiono,So,MB,6-3,12,4,21,NA,16,6,39,0.256,NA,NA,NA,5,NA,2,14,NA,NA,25,NA,NA,NA,NA,NA,"Liberty, MO",Liberty
2024-2025,Kansas St.,Big 12,0,Makinsey Jones,So,MB,6-1,5,3,13,NA,5,1,10,0.4,NA,NA,NA,5,NA,NA,5,NA,NA,7.5,NA,NA,NA,1,NA,"Topeka, KS",Topeka West
2024-2025,Kansas St.,Big 12,4,Reagan Fox,So,OH,6-2,4,1,7,NA,9,2,30,0.233,NA,NA,NA,1,NA,NA,2,NA,NA,10,NA,NA,NA,NA,NA,"Kansas City, MO",St. Teresa's Academy
2024-2025,Kansas St.,Big 12,5,Aniya Clinton,So,OH,6-2,23,11,81,NA,187,98,542,0.164,6,1,8,58,5,4,25,3,NA,204.5,NA,NA,NA,72,NA,"Midland, TX",Midland
2024-2025,Kansas St.,Big 12,7,Symone Sims,So,L/DS,5-5,27,15,105,NA,1,0,3,0.333,33,22,37,259,11,NA,NA,NA,NA,23,NA,NA,NA,407,NA,"Frisco, TX",Lebanon Trail
2024-2025,Kansas St.,Big 12,16,Ella Larkin,So,L/DS,5-10,27,1,106,NA,1,0,10,0.1,96,18,25,492,22,NA,NA,NA,NA,19,NA,NA,NA,639,NA,"Maize, KS",Bishop Carroll Catholic
2024-2025,TCU,Big 12,1,Alexis Roberson,So,MB,6-3,30,30,113,NA,121,39,302,0.272,10,NA,NA,45,NA,12,65,5,NA,165.5,NA,NA,NA,21,NA,"Missouri City, TX",Ridge Point HS
2024-2025,TCU,Big 12,12,Lily Nicholson,So,S,5-11,30,28,112,NA,36,21,131,0.115,1108,7,18,287,1,1,24,13,NA,56,NA,NA,NA,6,NA,"McKinney, TX",McKinney North HS
2024-2025,TCU,Big 12,16,Jaylen Clark,So,L/DS,5-7,24,1,62,NA,0,0,0,NA,2,3,5,22,3,NA,NA,NA,NA,3,NA,NA,NA,37,NA,"Manhattan Beach, CA",Mira Costa HS
2024-2025,Texas Tech,Big 12,2,Abby Dickinson,So,L,5-8,9,4,33,NA,1,0,2,0.5,10,9,5,111,7,NA,NA,NA,NA,10,NA,NA,NA,149,NA,"Orlando, FL",Olympia
2024-2025,Texas Tech,Big 12,10,Katelyn Cochran,So,S,6-1,27,6,83,NA,24,8,90,0.178,351,2,4,72,NA,4,34,4,NA,47,NA,NA,NA,NA,NA,"Roseville, CA",Whitney
2024-2025,Texas Tech,Big 12,17,Reagan Engler,So,MB,6-1,21,14,55,NA,63,31,179,0.179,5,8,16,21,NA,6,30,NA,NA,92,NA,NA,NA,3,NA,"Grapevine, TX",Colleyville Heritage
2024-2025,Texas Tech,Big 12,21,Emily Contreras,So,L,5-5,28,4,94,NA,1,1,5,0,18,20,40,186,21,NA,NA,NA,NA,21,1,NA,NA,314,NA,"Austin, TX",Lake Travis
2024-2025,UCF,Big 12,1,Abby Schomers,So,S,6-0,27,27,100,NA,33,6,84,0.321,953,15,34,168,NA,5,41,NA,NA,73.5,2,NA,NA,5,NA,"Omaha, NE",Skutt Catholic
2024-2025,UCF,Big 12,4,Megan Holland,So,MB,6-4,9,5,25,NA,12,6,31,0.194,NA,NA,NA,2,NA,4,11,NA,NA,21.5,NA,NA,NA,2,NA,"Nazareth, PA",Nazareth Area
2024-2025,UCF,Big 12,10,Avah Armour,So,OH,6-5,23,22,85,NA,277,111,872,0.19,14,21,56,129,39,19,15,5,NA,324.5,NA,NA,NA,425,NA,"Manitou Springs, CO",Rampart
2024-2025,UCF,Big 12,23,Britt Carlson,So,OH,6-4,27,22,96,NA,202,89,523,0.216,4,NA,NA,44,8,7,42,2,NA,230,NA,NA,NA,85,NA,"Woodbury, MN",East Ridge High School
2024-2025,Utah,Big 12,18,Kamryn Gibadlo,So,OH,6-1,31,31,111,NA,370,114,990,0.259,8,40,26,173,42,3,44,6,NA,435,NA,NA,NA,577,NA,"Cave Creek, AZ",Cactus Shadows HS
2024-2025,West Virginia,Big 12,5,Alexis Finnvold,So,S,5-11,17,16,68,NA,33,9,86,0.279,586,23,27,141,NA,NA,24,7,NA,68,1,NA,NA,6,NA,"Boca Raton, FL",Boca Raton Community
2024-2025,West Virginia,Big 12,22,Maddy McGath,So,MB,6-2,29,29,111,NA,247,106,546,0.258,13,11,31,72,NA,13,58,5,NA,300,NA,NA,NA,23,NA,"Brookfield, WI",Brookfield East
2024-2025,Butler,Big East,2,Reese Bates,So,DS,5-10,21,4,50,NA,0,0,0,NA,3,13,18,61,12,NA,NA,NA,NA,13,NA,NA,NA,107,NA,"Overland Park, KS",Blue Valley Southwest
2024-2025,Butler,Big East,7,Jaeda Lockhart,So,MB,5-10,11,4,23,NA,35,19,87,0.184,1,NA,NA,1,NA,3,12,NA,NA,44,NA,NA,NA,5,NA,"Hudson, WI",Hudson
2024-2025,Butler,Big East,9,Kaylee Finnegan,So,S,5-10,9,0,15,NA,1,0,2,0.5,45,3,1,27,NA,NA,1,NA,NA,4.5,NA,NA,NA,NA,NA,"Toledo, OH",St. Ursula Academy
2024-2025,Butler,Big East,10,Laiya Ebo,So,OH,6-1,29,20,85,NA,154,79,399,0.188,NA,7,18,24,NA,1,45,10,NA,184.5,NA,NA,NA,1,NA,"Washington, DC",Holton-Arms
2024-2025,Butler,Big East,11,Sawyer Jones,So,OH,6-0,15,3,36,NA,26,31,110,-0.045,2,2,2,11,NA,1,26,4,NA,42,NA,NA,NA,NA,NA,"Berkley, MI",Berkley
2024-2025,Butler,Big East,16,Elise Ward,So,OH,5-11,28,23,89,NA,232,135,729,0.133,8,25,34,198,37,2,20,3,NA,269,NA,NA,NA,425,NA,"Orland Park, IL",Marist
2024-2025,Creighton,Big East,12,Ava TeStrake,So,OH,6-4,11,0,13,NA,13,2,28,0.393,NA,NA,NA,1,NA,NA,3,NA,NA,14.5,NA,NA,NA,NA,NA,"Olathe, KS",Olathe West
2024-2025,Creighton,Big East,18,Destiny Ndam-Simpson,So,OH,6-0,18,1,30,NA,46,11,84,0.417,NA,NA,NA,6,2,1,6,1,NA,50,NA,NA,NA,14,NA,"Omaha, NE",Westside
2024-2025,Creighton,Big East,21,Audrey Clark,So,S,5-9,4,0,4,NA,0,0,0,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frisco, TX",Wakeland
2024-2025,Creighton,Big East,24,Sydney Breissinger,So,DS,5-7,34,17,114,NA,2,1,5,0.2,46,35,45,230,22,NA,NA,NA,NA,37,NA,NA,NA,376,NA,"Cincinnati, OH",Ursuline Academy
2024-2025,DePaul,Big East,10,Meghan Scholz,So,MB,6-3,33,29,119,NA,180,66,434,0.263,4,2,11,35,1,6,95,3,NA,235.5,NA,NA,NA,8,NA,"Tomahawk, WI",Tomahawk
2024-2025,DePaul,Big East,12,Nora Mannion,So,L/DS,5-6,31,19,102,NA,1,0,6,0.167,19,7,4,184,17,NA,NA,NA,NA,8,NA,NA,NA,312,NA,"San Francisco, CA",St. Ignatius College Prep
