Season,Team,Conference,Number,Player,Yr,Pos,Ht,GP,GS,S,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,TB,PTS,BHE,Trpl Dbl,SrvAtt,RetAtt,Dbl Dbl,Hometown,High School,TeamID
2023-2024,LIU,NEC,5,Allie Merz,Sr,S,5-11,27,3,70,NA,7,3,23,0.174,206,8,16,81,1,NA,6,1,NA,18,5,NA,NA,2,NA,NA,NA,NA
2023-2024,LIU,NEC,31,Bria Plante,Sr,MH,6-4,25,17,73,NA,74,39,215,0.163,3,NA,4,20,1,11,68,4,NA,119,1,NA,NA,5,NA,NA,NA,NA
2023-2024,Merrimack,NEC,4,Annie Taylor,Sr,DS,5-5,16,1,30,NA,0,0,0,NA,1,2,7,15,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2023-2024,Merrimack,NEC,10,Ashley Gajdzik,Sr,S,5-11,28,13,100,NA,2,2,18,0,21,32,35,176,12,NA,NA,1,NA,34,NA,NA,NA,120,NA,NA,NA,NA
2023-2024,Sacred Heart,NEC,5,Kate Anderson,Sr,MB,6-5,26,26,90,NA,141,52,334,0.266,3,NA,NA,10,NA,6,61,2,NA,177.5,NA,NA,NA,2,NA,NA,NA,NA
2023-2024,Sacred Heart,NEC,6,Hunter Coppola,Sr,OH,6-1,17,6,60,NA,54,28,200,0.13,11,21,16,87,19,NA,11,NA,NA,80.5,1,NA,NA,206,NA,NA,NA,NA
2023-2024,Sacred Heart,NEC,8,Caitlyn Hart,Sr,DS,5-5,5,0,6,NA,0,0,0,NA,NA,1,3,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2023-2024,Sacred Heart,NEC,13,Jessica Foss,Sr,L,5-6,20,3,58,NA,0,3,8,-0.375,13,10,14,64,13,NA,NA,NA,NA,10,NA,NA,NA,122,NA,NA,NA,NA
2023-2024,Sacred Heart,NEC,14,Jasmine Rogers,Sr,OH,5-10,27,0,94,NA,2,2,32,0,133,19,32,380,22,NA,NA,NA,NA,21,2,NA,NA,367,1,NA,NA,NA
2023-2024,Sacred Heart,NEC,20,Dominique Felix,Sr,OH,6-1,27,27,91,NA,248,108,748,0.187,23,12,16,200,51,3,24,3,NA,275,NA,NA,NA,656,7,NA,NA,NA
2023-2024,Sacred Heart,NEC,24,Alana Felix,Sr,OH,5-10,4,0,7,NA,0,0,0,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2023-2024,Saint Francis,NEC,8,Skye Eicher,Sr,OH,5-10,26,26,101,NA,354,181,841,0.206,14,36,41,264,32,2,23,4,NA,403.5,3,NA,NA,497,11,NA,NA,NA
2023-2024,Saint Francis,NEC,9,Allison Murray,Sr,OH,5-11,22,4,73,NA,136,85,385,0.132,9,NA,2,52,3,1,29,6,NA,151.5,NA,NA,NA,7,NA,NA,NA,NA
2023-2024,Saint Francis,NEC,20,Raegan Rosi,Sr,OH,5-10,7,0,18,NA,0,0,4,0,6,1,9,28,3,NA,NA,NA,NA,1,1,NA,NA,63,NA,NA,NA,NA
2023-2024,Saint Francis,NEC,23,Aubrey Deptula,Sr,MB,6-1,21,20,78,NA,90,30,208,0.288,9,8,9,16,NA,13,57,5,NA,139.5,NA,NA,NA,8,NA,NA,NA,NA
2023-2024,Stonehill,NEC,2,Jentry Allen,Sr,OH,5-10,1,1,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-2024,Stonehill,NEC,4,Skylar Hanley,Sr,OH,5-9,29,4,74,NA,8,7,42,0.024,14,17,30,124,34,NA,NA,NA,NA,25,NA,NA,NA,338,NA,NA,NA,NA
2023-2024,Stonehill,NEC,5,Kristen DeLorenzo,Sr,DS,5-2,28,1,87,NA,1,3,27,-0.074,71,27,21,255,45,NA,NA,NA,NA,28,1,NA,NA,567,NA,NA,NA,NA
2023-2024,Stonehill,NEC,14,Lauren McCloskey,Sr,MB,5-10,32,32,114,NA,182,55,467,0.272,7,35,53,46,6,11,77,7,NA,266.5,NA,NA,NA,52,NA,NA,NA,NA
2023-2024,Eastern Ill.,OVC,4,Christina Martinez Mundo,Sr,L/DS,5-4,33,0,120,NA,3,2,15,0.067,121,39,38,676,46,NA,NA,NA,NA,42,NA,NA,NA,637,NA,NA,NA,NA
2023-2024,Eastern Ill.,OVC,7,Natalie Mitchem,Sr,OH,6-2,32,32,117,NA,405,93,897,0.348,4,NA,NA,37,NA,6,71,7,NA,446.5,2,NA,NA,1,NA,NA,NA,NA
2023-2024,Eastern Ill.,OVC,13,Ella Collins,Sr,OH,6-0,7,2,13,NA,49,16,106,0.311,1,NA,NA,20,1,NA,2,1,NA,50,NA,NA,NA,26,1,NA,NA,NA
2023-2024,Eastern Ill.,OVC,15,Giovana Larregui Lopez,Sr,OH,5-9,32,32,117,NA,468,143,1087,0.299,20,67,87,319,24,6,31,7,NA,556.5,NA,NA,NA,733,15,NA,NA,NA
2023-2024,Eastern Ill.,OVC,20,Emily Wilcox,Sr,MB,6-0,14,6,31,NA,49,11,103,0.369,NA,4,7,9,NA,1,18,1,NA,63,NA,NA,NA,1,NA,NA,NA,NA
2023-2024,Lindenwood,OVC,3,Amber Schade,Sr,OH,5-10,8,0,10,NA,6,3,19,0.158,NA,NA,NA,2,NA,NA,1,NA,NA,6.5,NA,NA,NA,8,NA,NA,NA,NA
2023-2024,Lindenwood,OVC,7,Jessie Seidel,Sr,L,5-7,31,0,126,NA,15,2,62,0.21,158,51,67,595,27,NA,NA,NA,NA,66,2,NA,NA,578,1,NA,NA,NA
2023-2024,Lindenwood,OVC,14,Allie Otten,Sr,S,5-9,30,30,122,NA,38,15,145,0.159,842,26,41,308,NA,NA,13,1,NA,70.5,8,NA,NA,8,15,NA,NA,NA
2023-2024,Lindenwood,OVC,21,Rebecca Janke,Sr,MB,6-2,31,31,126,NA,316,67,864,0.288,15,37,36,82,NA,27,80,5,NA,420,2,NA,NA,17,NA,NA,NA,NA
2023-2024,Little Rock,OVC,13,Daria Burrows,Sr,OH,5-10,23,3,69,NA,93,59,381,0.089,3,2,9,33,3,6,17,7,NA,109.5,NA,NA,NA,40,NA,NA,NA,NA
2023-2024,SIUE,OVC,14,Savannah Christian,Sr,MB,6-5,24,8,81,NA,137,57,377,0.212,NA,NA,NA,24,NA,6,37,8,NA,161.5,1,NA,NA,1,NA,NA,NA,NA
2023-2024,SIUE,OVC,18,Elana Fuller,Sr,MB,5-10,11,6,35,NA,20,22,65,-0.031,NA,NA,NA,12,1,3,25,1,NA,35.5,NA,NA,NA,4,NA,NA,NA,NA
2023-2024,SIUE,OVC,22,Chelsey Abel,Sr,MB,6-1,24,23,85,NA,147,70,387,0.199,10,NA,NA,17,NA,11,66,18,NA,191,1,NA,NA,8,NA,NA,NA,NA
2023-2024,Southeast Mo. St.,OVC,3,Rachel Eddy,Sr,L/DS,5-6,17,0,56,NA,0,0,1,0,1,5,14,9,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
2023-2024,Southeast Mo. St.,OVC,4,Taylor Beasley,Sr,OH,5-11,3,0,6,NA,1,3,7,-0.286,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA
2023-2024,Southeast Mo. St.,OVC,5,Marisa Guisti,Sr,MB,6-1,32,32,124,NA,326,62,763,0.346,11,2,4,43,NA,30,74,8,NA,395,NA,NA,NA,19,NA,NA,NA,NA
2023-2024,Southeast Mo. St.,OVC,8,Talia Gouard,Sr,MB,5-11,32,26,120,NA,197,59,494,0.279,2,3,8,41,NA,7,66,3,NA,240,NA,NA,NA,10,NA,NA,NA,NA
2023-2024,Southeast Mo. St.,OVC,9,Izzy Lukens,Sr,S,5-10,30,29,119,NA,75,24,271,0.188,1211,29,43,278,NA,1,26,4,NA,118,7,NA,NA,4,14,NA,NA,NA
2023-2024,Southeast Mo. St.,OVC,10,Tara Beilsmith,Sr,L,5-7,32,0,125,NA,2,0,29,0.069,117,30,43,797,27,NA,NA,NA,NA,32,NA,NA,NA,580,NA,NA,NA,NA
2023-2024,Southeast Mo. St.,OVC,11,Kaelyn O'Brien,Sr,S,6-1,24,17,79,NA,159,75,460,0.183,13,NA,1,29,NA,2,32,2,NA,177,1,NA,NA,1,NA,NA,NA,NA
2023-2024,Southeast Mo. St.,OVC,12,Lexie Smith,Sr,MB,5-11,3,0,3,NA,4,0,5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
2023-2024,Southeast Mo. St.,OVC,13,Kayla Closset,Sr,OH,5-11,20,20,75,NA,213,92,634,0.191,18,9,10,221,26,5,13,5,NA,233.5,NA,NA,NA,488,7,NA,NA,NA
2023-2024,Southeast Mo. St.,OVC,14,Zoey Beasley,Sr,OH,6-2,22,13,74,NA,170,95,568,0.132,8,NA,1,48,13,5,26,5,NA,188,1,NA,NA,118,1,NA,NA,NA
2023-2024,Southeast Mo. St.,OVC,19,Mackenzie Meehan,Sr,MB,6-1,5,0,9,NA,3,3,19,0,NA,NA,1,NA,NA,1,6,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
2023-2024,Southern Ind.,OVC,5,Audrey Crowder,Sr,DS,5-4,31,4,117,NA,0,1,13,-0.077,7,5,13,129,9,NA,NA,NA,NA,5,1,NA,NA,86,NA,NA,NA,NA
2023-2024,Southern Ind.,OVC,7,Leah Anderson,Sr,OH,5-11,31,31,119,NA,445,172,1323,0.206,21,47,70,334,58,10,49,4,NA,526.5,1,NA,NA,889,13,NA,NA,NA
2023-2024,Southern Ind.,OVC,9,Abby Bednar,Sr,OH,6-0,31,28,118,NA,373,169,1026,0.199,18,43,72,223,13,9,67,4,NA,458.5,NA,NA,NA,218,7,NA,NA,NA
2023-2024,Tennessee St.,OVC,2,Jayla Holcombe,Sr,OH,5-11,28,25,101,NA,273,140,764,0.174,9,10,18,124,2,10,56,11,NA,321,NA,NA,NA,6,2,NA,NA,NA
2023-2024,Tennessee St.,OVC,5,Celestial Miller,Sr,OH,5-11,28,25,107,NA,269,136,844,0.158,13,20,31,182,62,7,43,5,NA,317.5,1,NA,NA,681,6,NA,NA,NA
2023-2024,Tennessee St.,OVC,6,Alondrah Santana-Rodriguez,Sr,MB,6-1,21,8,49,NA,41,29,131,0.092,1,NA,NA,8,NA,5,20,5,NA,56,NA,NA,NA,1,NA,NA,NA,NA
2023-2024,Tennessee St.,OVC,11,Aleksandra Rojecka,Sr,MB,6-3,28,24,106,NA,158,95,566,0.111,197,12,20,120,33,10,47,NA,NA,203.5,6,NA,NA,295,2,NA,NA,NA
2023-2024,Tennessee St.,OVC,13,Rayna Williams,Sr,OH,5-11,21,3,61,NA,4,3,29,0.034,6,4,3,74,11,NA,3,NA,NA,9.5,NA,NA,NA,149,NA,NA,NA,NA
2023-2024,Tennessee St.,OVC,17,Nicole Taylor,Sr,OH,5-11,18,2,36,NA,34,32,149,0.013,1,NA,NA,6,NA,1,6,1,NA,38,NA,NA,NA,9,NA,NA,NA,NA
2023-2024,Tennessee Tech,OVC,7,Olivia Taylor,Sr,L,5-6,29,0,99,NA,0,0,3,0,6,7,19,46,4,NA,NA,1,NA,7,NA,NA,NA,43,NA,NA,NA,NA
2023-2024,Tennessee Tech,OVC,10,Katie DiRaimondo,Sr,OH,6-0,14,3,21,NA,22,19,76,0.039,NA,1,NA,8,4,NA,4,NA,NA,25,NA,NA,NA,25,NA,NA,NA,NA
2023-2024,Tennessee Tech,OVC,33,Skylar Boom,Sr,MB,6-2,29,29,115,NA,241,79,645,0.251,5,5,4,25,1,34,85,8,NA,322.5,NA,NA,NA,16,1,NA,NA,NA
2023-2024,UT Martin,OVC,5,Olivia Saunders,Sr,MB,6-2,28,28,102,NA,266,86,691,0.26,15,12,25,68,NA,20,76,3,NA,336,2,NA,NA,4,NA,NA,NA,NA
2023-2024,UT Martin,OVC,7,Kayla Carrell,Sr,L/DS,5-6,28,1,95,NA,1,1,5,0,69,8,27,403,27,NA,NA,NA,NA,9,NA,NA,NA,480,NA,NA,NA,NA
2023-2024,UT Martin,OVC,9,Ryan Rednour,Sr,DS,5-9,25,4,59,NA,18,16,82,0.024,13,11,20,88,13,NA,1,1,NA,29.5,NA,NA,NA,179,NA,NA,NA,NA
2023-2024,UT Martin,OVC,10,Haeleigh Paulino,Sr,S,5-7,28,26,103,NA,77,17,222,0.27,647,26,29,278,NA,NA,9,NA,NA,107.5,6,1,NA,3,13,NA,NA,NA
2023-2024,UT Martin,OVC,14,Olivia O'Keefe,Sr,OPP,5-10,7,4,16,NA,16,8,71,0.113,8,1,3,18,2,NA,6,NA,NA,20,NA,NA,NA,41,NA,NA,NA,NA
2023-2024,Western Ill.,OVC,10,Kennedy Bauer,Sr,OH,5-11,18,5,52,NA,92,54,273,0.139,1,NA,3,42,1,3,8,2,NA,99,1,NA,NA,55,1,NA,NA,NA
2023-2024,Western Ill.,OVC,11,Annika Black,Sr,OH,6-2,21,9,59,NA,66,20,221,0.208,3,NA,NA,22,1,5,37,NA,NA,89.5,1,NA,NA,1,NA,NA,NA,NA
2023-2024,Arizona,Pac-12,2,Sofia Maldonado Diaz,Sr,OH,6-0,31,31,113,NA,396,191,1070,0.192,20,30,44,255,32,9,50,5,NA,460,NA,NA,NA,246,10,NA,NA,NA
2023-2024,Arizona,Pac-12,11,Jaelyn Hodge,Sr,OH,6-0,31,30,113,NA,309,123,901,0.206,13,12,48,231,34,4,34,3,NA,342,2,NA,NA,569,5,NA,NA,NA
2023-2024,Arizona,Pac-12,12,Joy Galles,Sr,L/DS,5-6,24,0,82,NA,3,0,8,0.375,57,9,28,180,24,NA,NA,NA,NA,12,1,NA,NA,493,NA,NA,NA,NA
2023-2024,Arizona St.,Pac-12,4,Marta Levinska,Sr,OH,6-2,35,34,121,NA,571,137,1248,0.348,25,44,56,224,1,5,70,8,NA,655,1,NA,NA,2,7,NA,NA,NA
2023-2024,Arizona St.,Pac-12,9,Shannon Shields,Sr,S,5-10,35,35,121,NA,106,23,261,0.318,1239,39,32,250,2,6,64,9,NA,183,8,NA,NA,3,9,NA,NA,NA
2023-2024,Arizona St.,Pac-12,18,Roberta Rabelo,Sr,OH,6-0,35,10,119,NA,247,94,755,0.203,9,4,10,98,11,14,31,1,NA,280.5,NA,NA,NA,149,NA,NA,NA,NA
2023-2024,Arizona St.,Pac-12,23,Claire Jeter,Sr,MB,6-3,33,33,114,NA,195,37,424,0.373,13,43,43,56,NA,24,106,7,NA,315,NA,NA,NA,11,NA,NA,NA,NA
2023-2024,Arizona St.,Pac-12,25,Maddie McLaughlin,Sr,OH,6-2,34,34,118,NA,109,22,253,0.344,1,2,3,33,1,15,94,5,NA,173,1,NA,NA,5,NA,NA,NA,NA
2023-2024,California,Pac-12,11,Kendall Jensen,Sr,S,5-8,16,0,49,NA,0,0,0,NA,6,6,15,16,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA
2023-2024,California,Pac-12,13,Tara DeSa,Sr,L,5-5,31,0,115,NA,0,1,3,-0.333,127,24,38,513,25,NA,NA,NA,NA,24,NA,NA,NA,460,2,NA,NA,NA
2023-2024,California,Pac-12,16,Sam Taumoepeau,Sr,OH,6-0,31,31,114,NA,332,166,1024,0.162,33,33,76,221,51,2,37,2,NA,385.5,1,NA,NA,628,6,NA,NA,NA
2023-2024,Colorado,Pac-12,4,Lexi Hadrych,Sr,OH,6-1,24,23,86,NA,288,117,649,0.263,10,5,29,123,19,22,25,2,NA,327.5,2,NA,NA,343,2,NA,NA,NA
2023-2024,Colorado,Pac-12,7,Skyy Howard,Sr,MB,6-3,30,29,112,NA,220,60,435,0.368,3,NA,NA,31,NA,28,120,10,NA,308,1,NA,NA,15,1,NA,NA,NA
2023-2024,Colorado,Pac-12,11,Morgan Riddle,Sr,DS,5-8,30,0,107,NA,2,0,7,0.286,81,19,40,271,30,NA,NA,NA,NA,21,NA,NA,NA,562,NA,NA,NA,NA
2023-2024,Colorado,Pac-12,15,Alexia Kuehl,Sr,MB,6-7,20,12,51,NA,70,22,139,0.345,3,NA,NA,14,NA,6,23,1,NA,87.5,NA,NA,NA,5,NA,NA,NA,NA
2023-2024,Colorado,Pac-12,31,Maya Tabron,Sr,OH,6-1,30,29,111,NA,331,124,893,0.232,30,28,29,263,33,17,38,5,NA,395,NA,NA,NA,682,8,NA,NA,NA
2023-2024,Oregon,Pac-12,1,Elise Ferreira,Sr,S,5-10,25,1,81,NA,0,0,0,NA,5,20,27,34,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
2023-2024,Oregon,Pac-12,8,Gabby Gonzales,Sr,OH,6-3,35,35,126,NA,354,114,962,0.249,42,29,59,309,50,2,33,2,NA,401.5,2,NA,NA,991,8,NA,NA,NA
2023-2024,Oregon,Pac-12,9,Hannah Pukis,Sr,S,5-11,35,35,126,NA,106,34,259,0.278,1387,31,44,385,1,7,81,13,NA,184.5,5,NA,NA,6,24,NA,NA,NA
2023-2024,Oregon,Pac-12,10,Georgia Murphy,Sr,L,5-6,35,0,126,NA,2,0,2,1,145,22,22,440,25,NA,NA,1,NA,24,2,NA,NA,481,1,NA,NA,NA
2023-2024,Oregon,Pac-12,11,Morgan Lewis,Sr,OPP,6-3,35,30,124,NA,362,98,775,0.341,5,NA,NA,37,1,6,90,3,NA,413,3,NA,NA,12,NA,NA,NA,NA
2023-2024,Oregon,Pac-12,17,Kara McGhee,Sr,MB,6-5,35,34,123,NA,255,58,475,0.415,5,NA,NA,23,2,27,125,8,NA,344.5,2,NA,NA,31,NA,NA,NA,NA
2023-2024,Oregon,Pac-12,42,Karson Bacon,Sr,MB,6-4,31,29,104,NA,176,49,358,0.355,2,NA,NA,16,1,12,124,15,NA,250,NA,NA,NA,10,NA,NA,NA,NA
2023-2024,Oregon St.,Pac-12,4,Emily Bourne,Sr,OH,6-0,5,0,8,NA,1,2,10,-0.1,NA,1,1,2,NA,NA,1,NA,NA,2.5,NA,NA,NA,1,NA,NA,NA,NA
2023-2024,Oregon St.,Pac-12,5,Aliyah McDonald,Sr,MB,6-1,30,30,120,NA,132,46,322,0.267,7,NA,4,16,2,19,92,9,NA,197,NA,NA,NA,17,NA,NA,NA,NA
2023-2024,Oregon St.,Pac-12,6,Mychael Vernon,Sr,OH,5-11,30,30,120,NA,428,174,1095,0.232,21,15,65,305,58,19,52,6,NA,488,NA,NA,NA,1005,13,NA,NA,NA
2023-2024,Oregon St.,Pac-12,8,Ava Pitchford,Sr,S,5-9,12,2,34,NA,1,3,7,-0.286,121,9,8,43,NA,NA,1,NA,NA,10.5,5,NA,NA,1,NA,NA,NA,NA
2023-2024,Oregon St.,Pac-12,9,Peyton Suess,Sr,OH,6-1,30,16,119,NA,291,142,777,0.192,16,9,21,137,25,3,29,3,NA,317.5,2,NA,NA,284,3,NA,NA,NA
2023-2024,Oregon St.,Pac-12,10,Elizabeth Schuster,Sr,S,5-7,28,1,105,NA,2,3,13,-0.077,439,11,14,150,NA,NA,NA,3,NA,13,16,NA,NA,8,2,NA,NA,NA
2023-2024,Oregon St.,Pac-12,21,Megan Sheridan,Sr,OH,6-1,30,27,118,NA,305,110,755,0.258,12,2,3,100,NA,2,46,5,NA,332,NA,NA,NA,17,1,NA,NA,NA
2023-2024,Southern California,Pac-12,5,Skylar Fields,Sr,OH,6-2,30,30,120,NA,617,178,1499,0.293,14,13,34,248,18,9,55,10,NA,666.5,3,NA,NA,196,9,NA,NA,NA
2023-2024,Southern California,Pac-12,6,Ellie Snook,Sr,L/DS,5-7,32,16,122,NA,1,0,3,0.333,80,24,35,251,22,NA,NA,NA,NA,25,3,NA,NA,460,NA,NA,NA,NA
2023-2024,Southern California,Pac-12,8,Kalyah Williams,Sr,MB,6-0,31,13,112,NA,163,80,505,0.164,5,4,5,76,6,3,54,2,NA,197,3,NA,NA,129,NA,NA,NA,NA
2023-2024,Southern California,Pac-12,10,Lindsey Miller,Sr,MB,6-4,31,31,118,NA,188,42,436,0.335,8,16,35,47,1,11,96,9,NA,263,1,NA,NA,12,1,NA,NA,NA
2023-2024,Southern California,Pac-12,21,Emily Fitzner,Sr,S,6-0,24,1,38,NA,7,5,17,0.118,90,7,6,32,NA,1,1,NA,NA,15.5,1,NA,NA,NA,1,NA,NA,NA
2023-2024,Stanford,Pac-12,8,Malia Tufuga,Sr,OH,6-1,6,4,16,NA,8,2,15,0.4,1,NA,NA,2,NA,2,12,NA,NA,16,NA,NA,NA,3,NA,NA,NA,NA
2023-2024,Stanford,Pac-12,9,Elena Oglivie,Sr,L,5-10,33,0,120,NA,0,0,4,0,117,33,68,497,19,NA,NA,NA,NA,33,1,NA,NA,476,1,NA,NA,NA
2023-2024,Stanford,Pac-12,10,Kendall Kipp,Sr,OPP,6-5,32,32,117,NA,481,127,1105,0.32,20,52,68,233,NA,2,108,7,NA,589,2,NA,NA,NA,6,NA,NA,NA
2023-2024,Stanford,Pac-12,14,McKenna Vicini,Sr,MB,6-2,33,33,120,NA,157,27,316,0.411,7,NA,NA,16,3,10,150,8,NA,242,NA,NA,NA,34,NA,NA,NA,NA
2023-2024,Stanford,Pac-12,22,Caitie Baird,Sr,OH,6-3,30,30,110,NA,347,105,856,0.283,31,37,69,195,47,7,55,6,NA,418.5,1,NA,NA,870,2,NA,NA,NA
2023-2024,UCLA,Pac-12,2,Anna Dodson,Sr,MB,6-5,27,27,106,NA,233,57,470,0.374,6,12,29,52,NA,23,108,7,NA,322,3,NA,NA,20,NA,NA,NA,NA
2023-2024,UCLA,Pac-12,7,Iman Ndiaye,Sr,OH,6-2,30,30,118,NA,375,117,974,0.265,12,20,40,220,NA,5,82,9,NA,441,2,NA,NA,5,5,NA,NA,NA
2023-2024,UCLA,Pac-12,11,Audrey Pak,Sr,S,5-11,29,19,106,NA,40,10,98,0.306,806,20,20,140,1,5,70,5,NA,100,5,NA,NA,5,3,NA,NA,NA
2023-2024,UCLA,Pac-12,14,Desiree Becker,Sr,MB,6-2,30,27,118,NA,167,39,382,0.335,7,2,6,39,2,17,119,5,NA,245.5,NA,NA,NA,31,NA,NA,NA,NA
2023-2024,UCLA,Pac-12,21,Kate Lane,Sr,OPP,6-0,14,3,31,NA,20,18,73,0.027,2,2,1,10,2,3,13,2,NA,31.5,NA,NA,NA,29,NA,NA,NA,NA
2023-2024,Utah,Pac-12,3,Emily Smith,Sr,S,5-9,30,7,113,NA,0,0,0,NA,16,25,22,151,23,NA,1,NA,NA,25.5,1,NA,NA,207,NA,NA,NA,NA
2023-2024,Utah,Pac-12,5,Amelia Van Der Werff,Sr,MB,6-3,26,13,79,NA,133,57,326,0.233,2,NA,NA,45,NA,5,39,3,NA,157.5,1,NA,NA,9,NA,NA,NA,NA
2023-2024,Utah,Pac-12,12,Rianne Vos,Sr,OH,5-11,25,13,72,NA,50,34,196,0.082,6,15,11,121,29,NA,8,NA,NA,69,1,NA,NA,357,2,NA,NA,NA
2023-2024,Utah,Pac-12,16,Allie Olsen,Sr,MB,6-3,30,29,117,NA,216,56,462,0.346,8,22,58,38,1,4,83,8,NA,283.5,NA,NA,NA,22,NA,NA,NA,NA
2023-2024,Utah,Pac-12,17,Vanessa Ramirez,Sr,L/DS,5-4,30,0,117,NA,4,0,16,0.25,111,30,26,416,23,1,NA,NA,NA,35,3,NA,NA,382,NA,NA,NA,NA
2023-2024,Washington,Pac-12,5,Kayce Litzau,Sr,S,5-10,27,1,85,NA,6,3,17,0.176,176,18,24,78,NA,1,2,1,NA,26,8,NA,NA,1,2,NA,NA,NA
2023-2024,Washington,Pac-12,7,May Pertofsky,Sr,MB,6-1,24,21,89,NA,275,72,690,0.294,7,11,24,113,1,8,59,8,NA,323.5,NA,NA,NA,22,1,NA,NA,NA
2023-2024,Washington,Pac-12,14,Grace Zilbert,Sr,L,5-8,29,8,112,NA,1,0,3,0.333,48,27,29,209,29,NA,NA,NA,NA,28,NA,NA,NA,494,NA,NA,NA,NA
2023-2024,Washington St.,Pac-12,3,Karly Basham,Sr,L/DS,5-8,34,0,124,NA,0,2,7,-0.286,102,26,36,411,20,NA,NA,NA,NA,26,NA,NA,NA,448,NA,NA,NA,NA
2023-2024,Washington St.,Pac-12,4,Logann Golden,Sr,L/DS,5-8,20,0,32,NA,0,0,0,NA,4,2,4,13,2,NA,NA,NA,NA,2,NA,NA,NA,44,NA,NA,NA,NA
2023-2024,Washington St.,Pac-12,5,Iman Isanovic,Sr,OH,6-1,34,32,124,NA,399,135,1062,0.249,14,27,49,167,32,7,30,1,NA,448,NA,NA,NA,391,4,NA,NA,NA
2023-2024,Washington St.,Pac-12,6,Peyton Claus,Sr,S,5-10,1,0,1,NA,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-2024,Washington St.,Pac-12,7,Pia Timmer,Sr,OH,6-2,34,34,124,NA,421,157,1102,0.24,39,39,40,268,36,8,40,4,NA,488,2,NA,NA,744,6,NA,NA,NA
2023-2024,Washington St.,Pac-12,9,Shea Rubright,Sr,MB,6-3,10,4,20,NA,17,7,44,0.227,NA,NA,NA,2,NA,NA,16,2,NA,25,NA,NA,NA,4,NA,NA,NA,NA
2023-2024,Washington St.,Pac-12,11,Julia Norville,Sr,L/DS,5-8,34,1,123,NA,0,2,11,-0.182,36,37,33,269,28,NA,NA,NA,NA,37,NA,NA,NA,445,NA,NA,NA,NA
2023-2024,Washington St.,Pac-12,12,Argentina Ung,Sr,S,6-0,34,34,124,NA,119,21,255,0.384,1297,19,33,256,NA,7,93,7,NA,191.5,8,NA,NA,12,7,NA,NA,NA
2023-2024,Washington St.,Pac-12,15,Magda Jehlarova,Sr,MB,6-3,34,34,122,NA,294,61,549,0.424,9,12,10,51,1,28,141,10,NA,404.5,1,NA,NA,12,1,NA,NA,NA
2023-2024,Washington St.,Pac-12,16,Weronika Wojdyla,Sr,OH,6-2,7,0,7,NA,7,4,23,0.13,NA,NA,NA,1,NA,1,NA,NA,NA,8,NA,NA,NA,7,NA,NA,NA,NA
2023-2024,Washington St.,Pac-12,18,Jasmine Martin,Sr,MB,6-2,12,3,23,NA,23,13,53,0.189,NA,NA,NA,NA,NA,1,13,2,NA,30.5,NA,NA,NA,NA,NA,NA,NA,NA
2023-2024,Washington St.,Pac-12,21,Lana Radakovic,Sr,MB,6-2,30,27,99,NA,124,36,262,0.336,7,19,44,49,2,7,70,6,NA,185,NA,NA,NA,5,NA,NA,NA,NA
2023-2024,American,Patriot,1,Zeynep Uzen,Sr,OH,6-0,31,31,117,NA,477,160,1272,0.249,28,31,29,277,43,6,41,9,NA,534.5,1,NA,NA,678,15,NA,NA,NA
2023-2024,American,Patriot,3,Rachael Bennett,Sr,L/DS,5-4,27,11,80,NA,1,1,3,0,15,13,11,134,5,NA,NA,NA,NA,14,NA,NA,NA,36,NA,NA,NA,NA
2023-2024,American,Patriot,8,Maya Mrus,Sr,OH,5-11,25,13,87,NA,3,0,10,0.3,14,29,32,152,22,NA,1,NA,NA,32.5,NA,NA,NA,241,NA,NA,NA,NA
2023-2024,American,Patriot,14,Allie Burke,Sr,MB,6-2,8,0,11,NA,1,0,5,0.2,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2023-2024,American,Patriot,19,Katie Putney,Sr,OH,6-5,10,0,18,NA,21,8,67,0.194,1,NA,NA,6,NA,1,6,2,NA,25,NA,NA,NA,NA,NA,NA,NA,NA
