Season,Team,Conference,Number,Player,Yr,Pos,Ht,GP,GS,S,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,TB,PTS,BHE,Trpl Dbl,SrvAtt,RetAtt,Dbl Dbl,Hometown,High School,TeamID
2024-2025,Kent St.,MAC,14,Tylee Fuller,Sr,L,5-10,24,6,78,NA,0,1,3,-0.333,20,25,14,158,24,NA,NA,NA,NA,25,NA,NA,NA,282,NA,"Lehi, UT",Skyridge,NA
2024-2025,Kent St.,MAC,16,Chelsea Harvey,Sr,S,5-10,12,4,21,NA,10,2,20,0.4,74,1,2,23,NA,NA,2,3,NA,12,NA,NA,NA,NA,NA,"Collegeville, PA",NA,NA
2024-2025,Miami (OH),MAC,12,Margo Lawson,Sr,L,5-5,25,0,79,NA,0,0,1,0,13,5,9,63,9,NA,NA,NA,NA,5,NA,NA,NA,78,NA,"Powell, OH",Bishop Watterson,NA
2024-2025,Miami (OH),MAC,14,Caroline Cermack,Sr,OH,5-11,26,15,92,NA,102,75,388,0.07,18,21,24,188,24,3,8,1,NA,130,NA,NA,NA,590,NA,"Louisville, KY",Assumption,NA
2024-2025,Miami (OH),MAC,17,Gracie Norris,Sr,S,5-10,15,10,42,NA,14,6,54,0.148,347,7,11,60,NA,1,5,NA,NA,24.5,NA,NA,NA,2,NA,"Anderson, SC",Belton Honea Path,NA
2024-2025,NIU,MAC,1,Crew Hoffmeier,Sr,L,5-4,28,0,104,NA,2,1,18,0.056,83,21,20,496,20,NA,NA,NA,NA,23,NA,NA,NA,447,NA,"Louisville, KY",Assumption,NA
2024-2025,NIU,MAC,9,Jada Cerniglia,Sr,DS,5-3,14,3,34,NA,1,0,2,0.5,NA,2,3,46,14,NA,NA,NA,NA,3,NA,NA,NA,97,NA,"Cross Plains, WI",Middleton,NA
2024-2025,NIU,MAC,10,Shannon Dunkin,Sr,MB,6-2,1,1,3,NA,0,1,2,-0.5,NA,NA,NA,NA,NA,NA,6,NA,NA,3,NA,NA,NA,NA,NA,"Menifee, CA",Paloma Valley,NA
2024-2025,NIU,MAC,11,Charli Atiemo,Sr,MB,5-11,28,28,104,NA,271,82,617,0.306,5,25,29,66,NA,19,41,1,NA,335.5,NA,NA,NA,10,NA,"Milford, MI",Farmington Hills Mercy,NA
2024-2025,NIU,MAC,16,Sophie Hurt,Sr,S,5-7,28,18,94,NA,4,2,49,0.041,463,14,24,130,NA,NA,3,NA,NA,19.5,1,NA,NA,2,NA,"Elmhurst, IL",IC Catholic Prep,NA
2024-2025,NIU,MAC,21,Nikolette Nedic,Sr,OH,6-1,25,9,82,NA,166,97,477,0.145,4,NA,1,34,NA,5,27,1,NA,184.5,NA,NA,NA,36,NA,"Willowbrook, IL",Hinsdale Central,NA
2024-2025,Ohio,MAC,5,Makenna Schafer,Sr,OH,6-1,21,0,61,NA,61,39,189,0.116,NA,NA,NA,22,NA,2,12,1,NA,69,2,NA,NA,5,NA,"Huron, OH",Huron,NA
2024-2025,Ohio,MAC,7,Elizabeth Hoerlein,Sr,MB,6-2,29,28,113,NA,176,54,369,0.331,8,6,15,53,NA,19,57,8,NA,229.5,2,NA,NA,4,NA,"Mason, OH",Bishop Fenwick,NA
2024-2025,Toledo,MAC,2,Ella Abraham,Sr,S,5-8,15,1,47,NA,11,2,22,0.409,182,17,17,70,NA,NA,NA,NA,NA,28,NA,NA,NA,3,NA,"Matthews, NC",Providence Day School,NA
2024-2025,Toledo,MAC,17,Taylor Alt,Sr,OH,6-1,32,32,114,NA,427,178,1068,0.233,26,37,48,245,47,12,40,6,NA,496,NA,NA,NA,651,NA,"Ottawa, OH",Ottawa-Glandorf,NA
2024-2025,Western Mich.,MAC,1,Madison Merz,Sr,MB,6-1,29,19,89,NA,220,59,446,0.361,7,13,10,68,NA,4,64,4,NA,269,NA,NA,NA,2,NA,"Cincinnati, OH",NA,NA
2024-2025,Western Mich.,MAC,3,Andelyn Simkins,Sr,L,5-10,33,0,117,NA,2,0,6,0.333,71,21,30,562,32,NA,NA,NA,NA,23,NA,NA,NA,569,NA,"Schoolcraft, MI",NA,NA
2024-2025,Western Mich.,MAC,8,Keona Salesman,Sr,OH,6-1,33,6,114,NA,362,98,1098,0.24,5,5,9,69,4,12,26,5,NA,392,NA,NA,NA,41,NA,"Coldwater, MI",NA,NA
2024-2025,Western Mich.,MAC,12,Logan Case,Sr,S,5-8,33,33,117,NA,55,12,175,0.246,1379,19,21,317,NA,1,31,6,NA,90.5,NA,NA,NA,6,NA,"Maineville, OH",NA,NA
2024-2025,Western Mich.,MAC,16,Julia Marr,Sr,OH,6-2,29,24,97,NA,297,116,860,0.21,2,1,1,59,5,12,33,5,NA,326.5,1,NA,NA,64,NA,"Cincinnati, OH",NA,NA
2024-2025,Western Mich.,MAC,21,Anna Calcagno,Sr,OH,6-2,31,26,99,NA,247,86,653,0.247,4,1,4,53,5,2,44,1,NA,272,NA,NA,NA,88,NA,"Saint Charles, IL",NA,NA
2024-2025,Coppin St.,MEAC,2,Ahzhi Coleman,Sr,MH,5-11,9,9,33,NA,64,15,131,0.374,2,1,8,12,NA,5,18,7,NA,79,NA,NA,NA,2,NA,"San Antonio, TX",Brennan HS,NA
2024-2025,Coppin St.,MEAC,3,Andrea Serrano,Sr,S,5-6,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.5,NA,NA,NA,NA,NA,"Dorado, Puerto Rico",Colegio San Felipe,NA
2024-2025,Coppin St.,MEAC,21,Sophia Bertotti Metoyer,Sr,MB,6-2,32,31,115,NA,250,71,577,0.31,9,16,27,55,2,9,64,12,NA,307,NA,NA,NA,8,NA,"Spokane, WA",Mount Spokane HS,NA
2024-2025,Delaware St.,MEAC,2,Ana Cambraia,Sr,MH,6-2,11,9,33,NA,28,10,71,0.254,4,1,7,10,NA,4,13,3,NA,39.5,NA,NA,NA,5,NA,"Minas Gerais, Brazil",NA,NA
2024-2025,Delaware St.,MEAC,3,Elvira Agaton,Sr,DS,5-4,2,0,3,NA,0,0,0,NA,NA,1,NA,4,1,NA,NA,NA,NA,1,NA,NA,NA,3,NA,"Stone Mountain, GA",NA,NA
2024-2025,Delaware St.,MEAC,6,Kelsie Dawson,Sr,MB,6-1,3,3,13,NA,21,8,50,0.26,2,1,1,5,2,1,9,2,NA,27.5,NA,NA,NA,10,NA,"Nashville, TN",NA,NA
2024-2025,Delaware St.,MEAC,15,Valeria Otero,Sr,OH,5-9,22,17,84,NA,170,85,544,0.156,20,9,15,208,16,4,6,6,NA,186,NA,NA,NA,368,NA,"Manati, Puerto Rico",NA,NA
2024-2025,Delaware St.,MEAC,19,Alondra Maldonado,Sr,OPP,6-1,26,19,86,NA,168,80,495,0.178,6,NA,NA,45,NA,7,32,14,NA,191,2,NA,NA,10,NA,"Patillas, Puerto Rico",NA,NA
2024-2025,Delaware St.,MEAC,20,Martyna Kmuk,Sr,RS,5-11,31,9,111,NA,210,95,508,0.226,3,1,1,57,1,5,46,16,NA,239,3,NA,NA,5,NA,"Tarnobrzeg, Poland",NA,NA
2024-2025,Howard,MEAC,3,Bria Woodard,Sr,OH,6-3,28,8,78,NA,123,39,376,0.223,3,9,9,78,18,2,11,3,NA,139.5,NA,NA,NA,247,NA,"Missouri City, TX",Episcopal HS,NA
2024-2025,Howard,MEAC,6,Maya Gerlach,Sr,MB,6-4,7,6,21,NA,29,12,54,0.315,1,NA,NA,3,1,4,23,NA,NA,44.5,NA,NA,NA,2,NA,"Philadelphia, PA",Springside Chestnut Hill Academy,NA
2024-2025,Howard,MEAC,8,Aziah Buckner,Sr,OH,6-0,21,16,70,NA,82,31,204,0.25,5,30,9,141,7,NA,6,NA,NA,115,NA,NA,NA,204,NA,"Memphis, TN",Briarcrest Christian School,NA
2024-2025,Howard,MEAC,12,Amanda Ifeanyichukwu,Sr,MB,5-11,21,20,68,NA,109,23,241,0.357,6,1,1,10,NA,4,49,5,NA,138.5,NA,NA,NA,1,NA,"The Woodlands, TX",The Woodlands HS,NA
2024-2025,Howard,MEAC,17,Cimone Woodard,Sr,MB,6-3,29,28,100,NA,230,58,474,0.363,3,9,29,36,NA,14,72,14,NA,289,NA,NA,NA,7,NA,"Missouri City, TX",Episcopal HS,NA
2024-2025,Howard,MEAC,28,Dami Awojobi,Sr,OH,6-1,29,29,103,NA,275,133,745,0.191,6,44,53,273,5,6,62,2,NA,356,NA,NA,NA,76,NA,"Hempstead, NY",Midtown HS,NA
2024-2025,Morgan St.,MEAC,4,Trinity Carruthers,Sr,S,5-9,26,3,82,NA,19,8,55,0.2,345,14,16,81,2,3,21,2,NA,46.5,NA,NA,NA,5,NA,"Grand Prairie, TX",Lake Ridge,NA
2024-2025,Morgan St.,MEAC,6,Erin Carpenter,Sr,S,5-9,24,1,52,NA,1,0,3,0.333,87,4,7,54,3,1,1,NA,NA,6.5,2,NA,NA,33,NA,"Atlanta, GA",Chamblee Charter,NA
2024-2025,Morgan St.,MEAC,7,Ainara Fernandes,Sr,OH,5-11,20,8,64,NA,90,60,274,0.109,5,10,19,38,14,6,19,3,NA,115.5,1,NA,NA,71,NA,"Belo Horizonte, Brazil",NA,NA
2024-2025,Morgan St.,MEAC,8,Addison Metts,Sr,OH,6-0,29,28,109,NA,218,93,685,0.182,12,16,9,204,36,9,45,4,NA,265.5,3,NA,NA,340,NA,"Hobart, IN",Hobart,NA
2024-2025,Morgan St.,MEAC,19,Madison Grace,Sr,OH,5-10,29,9,106,NA,212,133,568,0.139,7,1,5,39,13,9,30,4,NA,237,1,NA,NA,63,NA,"Clinton Township, MI",Fraser,NA
2024-2025,N.C. Central,MEAC,1,Bella Dearinger,Sr,S,5-9,26,24,99,NA,38,15,165,0.139,846,26,21,221,NA,7,22,4,NA,82,NA,NA,NA,7,NA,"Muncie, IN",Delta HS,NA
2024-2025,N.C. Central,MEAC,2,Azra Osmanovic,Sr,S,5-9,2,0,2,NA,1,0,3,0.333,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Sarajevo, Bosnia and Herzegovina",First Gymnasium,NA
2024-2025,N.C. Central,MEAC,9,Loren Johnson,Sr,DS,5-6,7,0,25,NA,1,1,9,0,12,4,10,91,5,NA,NA,NA,NA,5,NA,NA,NA,131,NA,"Charlotte, NC",Community School of Davidson,NA
2024-2025,N.C. Central,MEAC,15,Vanila Pulu-Suliafu,Sr,S,5-9,15,6,48,NA,1,0,8,0.125,11,10,18,58,11,NA,NA,NA,NA,11,NA,NA,NA,91,NA,"Diamond Bar, CA",Diamond Ranch HS,NA
2024-2025,N.C. Central,MEAC,20,Kennedy Clark,Sr,MB,6-0,14,2,29,NA,20,9,53,0.208,NA,NA,NA,1,NA,1,5,1,NA,23.5,NA,NA,NA,2,NA,"Charlotte, NC",Phillip O. Berry Academy of Technology,NA
2024-2025,Norfolk St.,MEAC,4,Jordan Lyons,Sr,OH,5-7,28,27,101,NA,205,100,632,0.166,25,30,49,212,41,4,19,2,NA,248.5,NA,NA,NA,590,NA,NA,NA,NA
2024-2025,Norfolk St.,MEAC,6,Adlene Jideofor,Sr,MB,5-11,28,28,101,NA,97,28,246,0.28,6,NA,NA,26,1,15,60,19,NA,142,NA,NA,NA,11,NA,"West Park, FL",NA,NA
2024-2025,Norfolk St.,MEAC,7,Alexa Harris,Sr,OH,5-8,28,27,100,NA,269,118,700,0.216,6,1,2,50,10,4,52,6,NA,300,NA,NA,NA,107,NA,"Edwardsville, IL",NA,NA
2024-2025,Norfolk St.,MEAC,19,Calyce Jones,Sr,S,5-7,8,0,15,NA,0,0,0,NA,NA,2,7,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"Carson, CA",NA,NA
2024-2025,Norfolk St.,MEAC,22,Christian Wilson,Sr,OH,5-9,17,0,28,NA,28,13,61,0.246,1,NA,NA,7,1,1,2,1,NA,30,NA,NA,NA,6,NA,"Cleveland, OH",Villa Angela-St. Joseph HS,NA
2024-2025,South Carolina St.,MEAC,4,Hailey Harris,Sr,MB,6-1,26,26,86,NA,164,57,438,0.244,5,9,18,39,NA,14,51,8,NA,212.5,2,NA,NA,11,NA,"Houston, TX",Benjamin O Davis,NA
2024-2025,UMES,MEAC,3,Isil Yilmaz,Sr,L,5-4,25,5,90,NA,1,3,22,-0.091,44,16,19,182,23,NA,NA,NA,NA,17,NA,NA,NA,392,NA,"Ankara, Turkey",NA,NA
2024-2025,UMES,MEAC,10,Soleil Cotton,Sr,MB,6-0,13,5,33,NA,24,19,95,0.053,NA,NA,2,4,NA,8,13,3,NA,38.5,NA,NA,NA,NA,NA,"Irvine, CA",Northwood HS,NA
2024-2025,UMES,MEAC,22,Shanti Ramdeen,Sr,MB,5-10,13,0,38,NA,0,0,4,0,16,10,5,51,16,NA,NA,NA,NA,10,NA,NA,NA,157,NA,"Austin, TX",W.C. Akins High School,NA
2024-2025,UMES,MEAC,23,Ranyla Griggs,Sr,OH,5-8,27,24,100,NA,285,157,787,0.163,10,13,22,97,26,3,23,1,NA,312.5,NA,NA,NA,261,NA,"Atlanta, GA",Elite Scholars HS,NA
2024-2025,Belmont,MVC,4,Kamryn Olson,Sr,S,5-8,30,26,110,NA,37,15,155,0.142,843,26,20,250,NA,NA,22,NA,NA,74,4,NA,NA,2,NA,"LaSalle, IL",LaSalle-Peru HS,NA
2024-2025,Belmont,MVC,8,Kristen Clemons,Sr,MB,6-1,15,5,28,NA,40,15,121,0.207,NA,2,NA,13,NA,2,13,1,NA,50.5,NA,NA,NA,3,NA,"Louisville, KY",Sacred Heart Academy,NA
2024-2025,Belmont,MVC,17,Elizabeth Godfrey,Sr,L/DS,5-9,23,11,86,NA,0,0,8,0,28,32,32,165,48,NA,NA,NA,NA,32,NA,NA,NA,553,NA,"Elizabethtown, KY",Elizabethtown HS,NA
2024-2025,Belmont,MVC,18,Erina Shin,Sr,S,5-10,11,1,21,NA,0,0,1,0,3,2,4,12,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"Nashville, TN",Ensworth HS,NA
2024-2025,Belmont,MVC,19,Missy Sterkel,Sr,OH,6-0,4,2,6,NA,5,6,18,-0.056,NA,NA,NA,NA,NA,NA,1,NA,NA,5.5,NA,NA,NA,NA,NA,"Chesterland, OH",Notre Dame Cathedral Latin,NA
2024-2025,Bradley,MVC,2,Karina Simatos,Sr,L/DS,5-7,26,3,88,NA,1,2,8,-0.125,21,28,27,179,8,NA,NA,NA,NA,29,NA,NA,NA,313,NA,NA,NA,NA
2024-2025,Bradley,MVC,13,Kaylenn Hunt,Sr,OH,6-0,31,23,118,NA,200,105,618,0.154,2,NA,NA,73,NA,7,61,4,NA,237.5,1,NA,NA,NA,NA,NA,NA,NA
2024-2025,Bradley,MVC,23,Silan Demirkol,Sr,OH,5-11,31,31,115,NA,331,130,1170,0.172,20,24,25,300,23,5,26,3,NA,373,NA,NA,NA,642,NA,NA,NA,NA
2024-2025,Drake,MVC,3,Jada Wills,Sr,L/DS,5-10,30,0,111,NA,0,0,16,0,113,16,19,768,14,NA,NA,NA,NA,16,NA,NA,NA,463,NA,"Dubuque, IA",Beckman Catholic,NA
2024-2025,Drake,MVC,11,Thea Rotto,Sr,OH,5-11,25,1,93,NA,75,40,267,0.131,6,3,7,37,1,2,15,2,NA,87.5,NA,NA,NA,17,NA,"Ames, IA",Gilbert,NA
2024-2025,Drake,MVC,13,Ashlynn Kuhn,Sr,MB,5-11,30,30,111,NA,314,84,870,0.264,15,6,8,126,1,4,63,1,NA,355.5,1,NA,NA,10,NA,"Hudson, IA",Hudson,NA
2024-2025,Drake,MVC,14,Addie Schmierer,Sr,L/DS,5-3,22,0,46,NA,0,0,0,NA,3,4,4,18,NA,NA,NA,NA,NA,4,NA,NA,NA,10,NA,"North Liberty, IA",Iowa City Liberty,NA
2024-2025,Drake,MVC,16,Zeynep Gur,Sr,OH,5-11,14,0,25,NA,0,0,1,0,1,2,3,9,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"Istanbul, Turkey",St. Joseph High School,NA
2024-2025,Drake,MVC,20,Megan Witte,Sr,OH,5-11,30,29,109,NA,365,136,1241,0.185,20,30,49,280,34,9,43,3,NA,425.5,1,NA,NA,701,NA,"Council Bluffs, IA",Lewis Central,NA
2024-2025,Evansville,MVC,1,Melanie Feliciano,Sr,OH,5-11,10,10,37,NA,95,34,319,0.191,3,6,4,104,19,NA,7,NA,NA,104.5,NA,NA,NA,330,NA,"Ponce, Puerto Rico",Colegio del Sagrado Corazon de Jesus,NA
2024-2025,Evansville,MVC,7,Blakeley Freeman,Sr,L/DS,5-5,30,3,116,NA,2,0,6,0.333,16,17,15,134,30,1,NA,NA,NA,20,NA,NA,NA,527,NA,"Bloomington, IN",Bloomington HS North,NA
2024-2025,Evansville,MVC,10,Krystell Pappas,Sr,DS,5-4,26,0,84,NA,0,0,4,0,8,5,28,32,1,NA,NA,NA,NA,5,NA,NA,NA,15,NA,"Owensboro, KY",NA,NA
2024-2025,Evansville,MVC,12,Giulia Cardona,Sr,RS,5-11,25,25,98,NA,549,201,1548,0.225,7,35,70,244,4,6,43,3,NA,611.5,3,NA,NA,13,NA,"Rosario, Argentina",Instituto Politecnico Superior,NA
2024-2025,Evansville,MVC,15,Madisyn Steele,Sr,MB,6-2,30,30,117,NA,107,39,315,0.216,5,NA,NA,26,1,22,85,3,NA,171.5,1,NA,NA,13,NA,"New Paris, IN",Fairfield HS,NA
2024-2025,Illinois St.,MVC,9,Megan Haynes,Sr,OH,6-0,17,1,36,NA,51,28,165,0.139,NA,2,NA,8,3,1,2,1,NA,55,NA,NA,NA,33,NA,"Surrey, Canada",Regent Christian Academy,NA
2024-2025,Illinois St.,MVC,21,Maggie McCrary,Sr,MB,6-1,27,21,88,NA,107,36,272,0.261,4,NA,4,28,1,9,46,5,NA,139,NA,NA,NA,4,NA,"Traverse City, MI",Traverse City Central,NA
2024-2025,Illinois St.,MVC,44,Mekaila Aupiu,Sr,S,5-10,33,33,135,NA,94,27,296,0.226,1368,35,37,312,NA,10,43,8,NA,160.5,NA,NA,NA,6,NA,"Spring, TX",Klein Collins,NA
2024-2025,Indiana St.,MVC,1,Hannah Baudin,Sr,S,6-0,22,14,59,NA,91,48,299,0.144,11,1,3,42,NA,6,13,4,NA,104.5,NA,NA,NA,9,NA,"Crystal Lake, IL",Prairie Ridge,NA
2024-2025,Indiana St.,MVC,3,Emma Kaelin,Sr,DS,5-8,30,30,104,NA,276,135,1024,0.138,24,31,23,267,37,1,27,1,NA,321.5,NA,NA,NA,573,NA,"Clarksville, IN",Providence,NA
2024-2025,Missouri St.,MVC,2,Iva Halacheva,Sr,OH,6-1,25,19,93,NA,266,103,688,0.237,5,NA,NA,36,4,4,36,1,NA,288,NA,NA,NA,12,NA,"Plovdiv, Bulgaria",NA,NA
2024-2025,Missouri St.,MVC,11,Maddy Bushnell,Sr,MB,6-2,32,32,126,NA,296,89,726,0.285,12,NA,5,61,NA,11,73,2,NA,343.5,NA,NA,NA,4,NA,"Springfield, MO",NA,NA
2024-2025,Missouri St.,MVC,15,Morgan Sprague,Sr,S,5-10,32,31,121,NA,65,28,258,0.143,1140,28,36,390,NA,5,46,1,NA,121,NA,NA,NA,3,NA,"Ballwin, MO",NA,NA
2024-2025,Missouri St.,MVC,18,Kate Owen,Sr,DS,5-8,32,0,126,NA,5,0,18,0.278,72,31,22,510,24,NA,NA,NA,NA,36,NA,NA,NA,573,NA,"Springfield, MO",NA,NA
2024-2025,Missouri St.,MVC,22,GG Carvacho,Sr,OH,6-3,8,3,18,NA,33,21,125,0.096,NA,NA,NA,6,1,1,5,2,NA,36.5,NA,NA,NA,19,NA,"Gallatin, TN",NA,NA
2024-2025,Murray St.,MVC,5,Dahlia Miller,Sr,L/DS,5-7,28,0,111,NA,1,1,46,0,116,21,7,601,17,NA,NA,NA,NA,22,NA,NA,NA,445,NA,"Pearland, TX",Glenda Dawson,NA
2024-2025,Murray St.,MVC,13,Darci Metzger,Sr,MB,5-11,27,23,95,NA,225,94,592,0.221,8,5,11,109,14,16,32,3,NA,262,1,NA,NA,107,NA,"Collinsville, IL",Collinsville,NA
2024-2025,Murray St.,MVC,17,Bailey DeMier,Sr,S,6-0,28,28,111,NA,98,11,277,0.314,1099,11,7,295,NA,5,14,1,NA,121,NA,NA,NA,2,NA,"Bloomington, IN",Bloomington South,NA
2024-2025,Southern Ill.,MVC,8,Maggie Wallenberger,Sr,MH,5-11,11,3,19,NA,16,7,53,0.17,1,NA,1,6,NA,3,3,NA,NA,20.5,NA,NA,NA,1,NA,"Carpentersville, IL",Jacobs H.S.,NA
2024-2025,Southern Ill.,MVC,12,Anna Jaworski,Sr,S,5-8,29,22,114,NA,3,2,18,0.056,550,24,11,243,2,NA,NA,1,NA,27,1,NA,NA,4,NA,"Naperville, IL",Naperville North,NA
2024-2025,UIC,MVC,5,Kayanna Jones,Sr,MB,6-2,33,32,116,NA,210,36,405,0.43,10,NA,NA,23,2,19,82,6,NA,270,1,NA,NA,15,NA,"Normal, IL",Normal West,NA
2024-2025,UIC,MVC,15,Zahria Woodard,Sr,MB,6-1,33,33,126,NA,290,50,535,0.449,6,1,NA,29,NA,31,146,13,NA,395,1,NA,NA,5,NA,"Oak Park, IL",Oak Park and River Forest,NA
2024-2025,UIC,MVC,28,Natalie Chizzo,Sr,OH,6-2,25,6,73,NA,99,50,265,0.185,8,1,NA,38,NA,3,29,2,NA,117.5,NA,NA,NA,4,NA,"Oak Park, IL",Oak Park-River Forest HS,NA
2024-2025,UNI,MVC,4,Olivia Tjernagel,Sr,MB,6-0,34,34,117,NA,293,94,641,0.31,9,NA,1,84,NA,4,91,4,NA,342.5,NA,NA,NA,13,NA,"Waconia, MN",Mayer Lutheran HS,NA
2024-2025,UNI,MVC,5,Grace Mikota,Sr,DS,5-8,34,0,114,NA,1,2,10,-0.1,10,25,20,142,9,NA,NA,NA,NA,26,NA,NA,NA,215,NA,"Grimes, IA",Dallas Center-Grimes HS,NA
2024-2025,UNI,MVC,8,Erin Powers,Sr,DS,5-7,34,0,118,NA,1,1,14,0,172,48,45,575,20,NA,NA,NA,NA,49,3,NA,NA,467,NA,"Mukwonago, WI",Mukwonago HS,NA
2024-2025,UNI,MVC,9,Kira Fallert,Sr,OH,6-0,34,34,118,NA,435,174,1244,0.21,37,34,43,271,34,3,48,5,NA,496,2,NA,NA,838,NA,"Maplewood, MN",Concordia Academy,NA
2024-2025,UNI,MVC,17,Kacie Rewerts,Sr,MB,6-1,34,34,118,NA,216,60,453,0.344,7,NA,NA,18,NA,22,141,3,NA,308.5,NA,NA,NA,8,NA,"Nevada, IA",Nevada HS,NA
